"106年07月24日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2313  ","華通            ","12,187,000","1,582,115","10,604,885",
"*","2303  ","聯電            ","34,809,329","26,674,359","8,134,970",
" ","2317  ","鴻海            ","13,581,422","7,133,318","6,448,104",
" ","2891  ","中信金          ","13,545,858","8,049,997","5,495,861",
" ","6116  ","彩晶            ","9,686,000","4,814,851","4,871,149",
" ","1909  ","榮成            ","3,788,000","77,000","3,711,000",
" ","2892  ","第一金          ","4,318,550","666,897","3,651,653",
" ","2408  ","南亞科          ","10,403,560","7,008,539","3,395,021",
" ","2887  ","台新金          ","7,871,867","4,654,000","3,217,867",
" ","2352  ","佳世達          ","4,687,000","1,583,107","3,103,893",
" ","2886  ","兆豐金          ","6,441,754","3,339,989","3,101,765",
"*","5243  ","乙盛-KY         ","2,952,000","25,000","2,927,000",
"*","1216  ","統一            ","6,504,831","4,188,348","2,316,483",
" ","1303  ","南亞            ","3,055,813","813,660","2,242,153",
" ","1314  ","中石化          ","2,640,000","414,000","2,226,000",
" ","2883  ","開發金          ","13,936,187","11,734,000","2,202,187",
" ","2888  ","新光金          ","6,740,000","4,756,000","1,984,000",
" ","2885  ","元大金          ","6,363,932","4,482,426","1,881,506",
" ","5880  ","合庫金          ","4,810,004","3,059,000","1,751,004",
" ","2633  ","台灣高鐵        ","1,995,000","270,000","1,725,000",
" ","2345  ","智邦            ","2,481,000","783,000","1,698,000",
" ","2458  ","義隆            ","2,580,000","885,000","1,695,000",
" ","2834  ","臺企銀          ","2,931,382","1,269,000","1,662,382",
" ","2812  ","台中銀          ","2,459,000","865,000","1,594,000",
" ","2603  ","長榮            ","2,029,000","473,000","1,556,000",
" ","8016  ","矽創            ","1,694,000","155,000","1,539,000",
" ","2377  ","微星            ","1,773,267","329,000","1,444,267",
" ","3034  ","聯詠            ","2,313,695","879,496","1,434,199",
" ","2412  ","中華電          ","4,428,861","3,004,587","1,424,274",
" ","2002  ","中鋼            ","6,843,514","5,524,921","1,318,593",
" ","1605  ","華新            ","1,886,000","572,000","1,314,000",
"*","1301  ","台塑            ","2,280,571","980,736","1,299,835",
"*","2912  ","統一超          ","1,868,252","711,000","1,157,252",
" ",="00633L","富邦上証正2     ","1,753,000","598,000","1,155,000",
" ","2031  ","新光鋼          ","1,139,000","79,000","1,060,000",
" ","1319  ","東陽            ","1,395,000","378,000","1,017,000",
" ","2880  ","華南金          ","3,890,708","2,875,470","1,015,238",
" ","2882  ","國泰金          ","4,884,378","3,942,223","942,155",
" ","2105  ","正新            ","1,602,983","723,568","879,415",
" ",="00635U","元大S&P黃金     ","877,000","0","877,000",
" ","2449  ","京元電子        ","1,619,000","748,000","871,000",
" ","3682  ","亞太電          ","975,000","153,000","822,000",
