"106年07月25日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","6116  ","彩晶            ","37,569,939","2,130,594","35,439,345",
"*","2303  ","聯電            ","27,113,500","13,611,400","13,502,100",
" ","2337  ","旺宏            ","21,457,200","11,091,000","10,366,200",
" ","2344  ","華邦電          ","10,802,000","1,792,000","9,010,000",
" ","2371  ","大同            ","10,646,000","3,106,000","7,540,000",
" ","3481  ","群創            ","49,075,000","41,936,592","7,138,408",
" ",="00672L","元大S&P原油正2  ","6,300,000","0","6,300,000",
" ","2352  ","佳世達          ","6,589,000","858,548","5,730,452",
"*","2317  ","鴻海            ","16,544,000","11,571,796","4,972,204",
" ","2888  ","新光金          ","6,459,000","2,760,143","3,698,857",
" ","2886  ","兆豐金          ","4,358,401","1,631,100","2,727,301",
" ","2823  ","中壽            ","3,524,000","1,015,883","2,508,117",
" ","1314  ","中石化          ","5,607,000","3,201,000","2,406,000",
" ","2885  ","元大金          ","4,605,000","2,348,335","2,256,665",
" ","2412  ","中華電          ","2,449,000","594,159","1,854,841",
" ","2834  ","臺企銀          ","2,288,274","480,558","1,807,716",
" ","2458  ","義隆            ","1,995,000","370,000","1,625,000",
" ","1710  ","東聯            ","2,209,000","630,000","1,579,000",
" ","2880  ","華南金          ","5,204,000","3,660,402","1,543,598",
" ","3041  ","揚智            ","1,655,000","132,000","1,523,000",
" ","3682  ","亞太電          ","1,619,000","340,280","1,278,720",
" ","2377  ","微星            ","1,978,000","806,210","1,171,790",
" ","2633  ","台灣高鐵        ","1,384,000","222,408","1,161,592",
"*","2912  ","統一超          ","1,848,072","686,742","1,161,330",
" ","2382  ","廣達            ","5,337,000","4,250,419","1,086,581",
" ","2882  ","國泰金          ","4,128,552","3,047,656","1,080,896",
" ","1718  ","中纖            ","1,097,000","60,000","1,037,000",
" ","2867  ","三商壽          ","1,108,267","121,981","986,286",
" ","2915  ","潤泰全          ","1,229,144","268,742","960,402",
" ","2455  ","全新            ","1,322,999","401,000","921,999",
" ","3231  ","緯創            ","2,883,000","2,041,016","841,984",
" ","3665  ","貿聯-KY         ","932,000","224,000","708,000",
