"106年06月09日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ",="00633L","富邦上証正2     ","19,448,000","1,375,000","18,073,000",
" ","6116  ","彩晶            ","22,096,000","6,522,000","15,574,000",
" ","2421  ","建準            ","10,146,000","725,000","9,421,000",
"*","2356  ","英業達          ","14,740,000","8,825,093","5,914,907",
" ","3231  ","緯創            ","8,328,000","2,741,000","5,587,000",
" ",="00637L","元大滬深300正2  ","10,825,000","5,465,000","5,360,000",
" ","8150  ","南茂            ","10,137,000","5,217,000","4,920,000",
" ","2345  ","智邦            ","2,464,000","184,000","2,280,000",
"*","2382  ","廣達            ","5,813,000","3,658,000","2,155,000",
" ","1314  ","中石化          ","2,896,000","829,333","2,066,667",
" ","2347  ","聯強            ","3,090,000","1,291,374","1,798,626",
"*","4958  ","臻鼎-KY         ","4,363,000","3,080,000","1,283,000",
" ","2820  ","華票            ","1,062,000","13,000","1,049,000",
" ","1909  ","榮成            ","1,750,000","749,000","1,001,000",
" ","3037  ","欣興            ","1,343,000","358,000","985,000",
" ","9934  ","成霖            ","1,138,000","216,000","922,000",
"*","2454  ","聯發科          ","6,396,000","5,529,265","866,735",
" ","1447  ","力鵬            ","898,000","54,000","844,000",
" ","2352  ","佳世達          ","2,670,000","1,837,000","833,000",
" ","3189  ","景碩            ","1,166,000","341,000","825,000",
" ","6285  ","啟碁            ","1,155,000","366,000","789,000",
" ","3044  ","健鼎            ","1,149,000","363,910","785,090",
" ","6412  ","群電            ","1,365,000","602,000","763,000",
" ","2383  ","台光電          ","1,434,000","683,000","751,000",
" ","2441  ","超豐            ","961,000","221,000","740,000",
" ","2812  ","台中銀          ","1,079,000","380,000","699,000",
" ","2311  ","日月光          ","9,987,660","9,292,127","695,533",
" ","6176  ","瑞儀            ","1,091,000","464,816","626,184",
"*","2474  ","可成            ","2,723,000","2,107,956","615,044",
" ","8112  ","至上            ","720,000","126,000","594,000",
" ","2360  ","致茂            ","875,000","320,000","555,000",
" ","5871  ","中租-KY         ","2,379,000","1,848,000","531,000",
" ","2481  ","強茂            ","577,000","118,000","459,000",
" ","2458  ","義隆            ","659,000","210,000","449,000",
" ","1227  ","佳格            ","948,000","501,219","446,781",
"*","2379  ","瑞昱            ","1,299,000","854,000","445,000",
" ","4552  ","力達-KY         ","467,000","24,000","443,000",
" ","3034  ","聯詠            ","1,217,000","794,000","423,000",
" ","8215  ","明基材          ","591,000","182,000","409,000",
" ","2404  ","漢唐            ","475,000","71,289","403,711",
" ","4915  ","致伸            ","1,511,000","1,112,000","399,000",
" ","1902  ","台紙            ","671,000","279,000","392,000",
" ","6239  ","力成            ","1,301,000","911,000","390,000",
" ","2727  ","王品            ","507,000","126,000","381,000",
" ","1101  ","台泥            ","1,876,000","1,496,550","379,450",
" ","3406  ","玉晶光          ","760,000","390,259","369,741",
" ","2889  ","國票金          ","472,000","110,000","362,000",
" ","2325  ","矽品            ","2,206,000","1,845,341","360,659",
" ","2841  ","台開            ","394,000","42,000","352,000",
" ","9939  ","宏全            ","718,000","380,000","338,000",
" ",="00632R","元大台灣50反1   ","400,000","81,000","319,000",
" ","6005  ","群益證          ","376,000","63,000","313,000",
" ","6257  ","矽格            ","353,000","42,000","311,000",
" ","2615  ","萬海            ","793,000","486,000","307,000",
" ","6192  ","巨路            ","391,000","95,000","296,000",
" ","2504  ","國產            ","806,000","519,000","287,000",
" ","5880  ","合庫金          ","2,812,000","2,527,000","285,000",
" ","2313  ","華通            ","1,004,000","728,700","275,300",
" ","2314  ","台揚            ","461,000","188,000","273,000",
" ","2206  ","三陽工業        ","368,000","114,000","254,000",
" ","3045  ","台灣大          ","2,049,000","1,795,642","253,358",
" ","2402  ","毅嘉            ","530,000","289,000","241,000",
" ","6196  ","帆宣            ","322,000","90,000","232,000",
" ","1560  ","中砂            ","288,000","62,000","226,000",
" ","2408  ","南亞科          ","1,633,368","1,412,000","221,368",
" ","6165  ","捷泰            ","288,000","67,000","221,000",
" ","2606  ","裕民            ","304,000","86,000","218,000",
" ","2809  ","京城銀          ","592,000","379,000","213,000",
" ","3032  ","偉訓            ","244,000","33,000","211,000",
" ","3653  ","健策            ","436,000","225,000","211,000",
" ","2401  ","凌陽            ","467,000","260,000","207,000",
" ",="00673R","元大S&P原油反1  ","237,000","31,000","206,000",
" ","5305  ","敦南            ","311,000","107,000","204,000",
" ","2359  ","所羅門          ","263,000","62,000","201,000",
" ","1215  ","卜蜂            ","335,000","135,000","200,000",
" ","4999  ","鑫禾            ","223,000","28,000","195,000",
"*","2449  ","京元電子        ","2,930,000","2,740,169","189,831",
" ","1262  ","綠悅-KY         ","368,000","181,000","187,000",
" ","1452  ","宏益            ","218,000","33,000","185,000",
" ","9106  ","新焦點-DR       ","181,000","0","181,000",
" ","3576  ","新日光          ","758,000","581,000","177,000",
" ","2455  ","全新            ","198,000","31,000","167,000",
" ",="055329","大立光群益67購08","165,000","0","165,000",
" ","2105  ","正新            ","1,442,000","1,278,000","164,000",
" ","2373  ","震旦行          ","241,000","77,000","164,000",
" ","1504  ","東元            ","2,801,000","2,637,513","163,487",
" ","1453  ","大將            ","161,000","4,000","157,000",
" ","5522  ","遠雄            ","282,000","129,000","153,000",
" ","2456  ","奇力新          ","331,000","180,000","151,000",
" ","4906  ","正文            ","1,194,000","1,046,000","148,000",
" ","2464  ","盟立            ","239,000","93,000","146,000",
" ","9902  ","台火            ","306,000","162,000","144,000",
" ","3042  ","晶技            ","461,000","318,200","142,800",
" ","9907  ","統一實          ","382,000","242,000","140,000",
" ","3437  ","榮創            ","183,000","47,000","136,000",
" ",="006207","FH滬深          ","133,000","0","133,000",
" ","2605  ","新興            ","327,000","194,000","133,000",
" ","2897  ","王道銀行        ","146,000","15,000","131,000",
" ",="006205","富邦上証        ","200,000","82,000","118,000",
" ","4142  ","國光生          ","133,000","16,000","117,000",
" ","2231  ","為升            ","256,886","147,000","109,886",
" ","8039  ","台虹            ","124,000","15,000","109,000",
" ","1210  ","大成            ","328,000","220,000","108,000",
" ","6409  ","旭隼            ","131,000","23,990","107,010",
" ","2855  ","統一證          ","109,000","4,000","105,000",
" ","4912  ","聯德控股-KY     ","107,000","2,000","105,000",
" ","3041  ","揚智            ","201,000","99,000","102,000",
" ",="08611P","可成永昌69售02  ","100,000","0","100,000",
" ",="0056  ","元大高股息      ","100,000","1,000","99,000",
" ","3023  ","信邦            ","355,000","257,918","97,082",
" ","5203  ","訊連            ","108,000","11,000","97,000",
" ","5531  ","鄉林            ","100,000","3,000","97,000",
" ","2534  ","宏盛            ","176,000","81,000","95,000",
" ","2357  ","華碩            ","1,218,540","1,125,774","92,766",
" ","2362  ","藍天            ","172,000","81,000","91,000",
" ","3704  ","合勤控          ","129,000","40,000","89,000",
" ",="01003T","兆豐新光R1      ","130,000","42,000","88,000",
" ","1308  ","亞聚            ","111,000","23,000","88,000",
" ","1730  ","花仙子          ","90,000","2,000","88,000",
" ","2748  ","雲品            ","92,000","4,000","88,000",
" ","2908  ","特力            ","122,000","34,000","88,000",
" ","3036  ","文曄            ","124,000","37,000","87,000",
" ","3059  ","華晶科          ","128,000","41,000","87,000",
" ","3514  ","昱晶            ","125,000","44,000","81,000",
" ",="057689","上銀元大69購03  ","78,000","0","78,000",
" ","5907  ","大洋-KY         ","84,000","6,000","78,000",
" ","2208  ","台船            ","157,000","81,000","76,000",
" ","2547  ","日勝生          ","292,000","216,000","76,000",
" ","1527  ","鑽全            ","126,000","51,000","75,000",
" ","2227  ","裕日車          ","90,000","15,000","75,000",
" ","2836  ","高雄銀          ","147,000","77,000","70,000",
" ",="00669R","國泰美國道瓊反1 ","67,000","0","67,000",
" ","1568  ","倉佑            ","138,000","71,000","67,000",
" ","2505  ","國揚            ","78,000","11,000","67,000",
" ","1305  ","華夏            ","901,000","835,879","65,121",
" ","3006  ","晶豪科          ","176,000","111,000","65,000",
" ","8201  ","無敵            ","67,000","3,000","64,000",
" ","1507  ","永大            ","314,000","251,000","63,000",
" ","1451  ","年興            ","118,000","56,000","62,000",
" ","1338  ","廣華-KY         ","89,000","29,000","60,000",
" ","8081  ","致新            ","81,000","21,000","60,000",
" ",="00683L","元大美元指數正2 ","57,000","0","57,000",
" ","4551  ","智伸科          ","86,000","30,000","56,000",
" ","1444  ","力麗            ","188,000","133,000","55,000",
" ","8422  ","可寧衛          ","128,000","73,000","55,000",
" ",="00641R","富邦日本反1     ","54,000","0","54,000",
" ","1442  ","名軒            ","58,000","4,000","54,000",
" ","9105  ","泰金寶-DR       ","54,000","0","54,000",
" ","9917  ","中保            ","207,000","153,000","54,000",
" ","2607  ","榮運            ","108,000","56,000","52,000",
" ","910801","金衛-DR         ","51,000","0","51,000",
" ","1905  ","華紙            ","434,000","384,000","50,000",
" ","3022  ","威強電          ","175,000","127,000","48,000",
" ","2511  ","太子            ","130,000","83,000","47,000",
" ","2497  ","怡利電          ","54,000","8,000","46,000",
" ","2015  ","豐興            ","124,000","79,000","45,000",
" ","9802  ","鈺齊-KY         ","50,000","5,000","45,000",
" ",="00653L","富邦印度正2     ","44,000","0","44,000",
" ","2723  ","美食-KY         ","108,000","64,000","44,000",
" ","1304  ","台聚            ","204,000","161,000","43,000",
" ","2387  ","精元            ","120,000","77,000","43,000",
" ","3266  ","昇陽            ","46,000","3,000","43,000",
" ","3026  ","禾伸堂          ","96,000","54,000","42,000",
" ","5285  ","界霖            ","47,000","5,000","42,000",
" ",="00682U","元大美元指數    ","41,000","0","41,000",
" ","6139  ","亞翔            ","68,000","28,000","40,000",
" ","6166  ","凌華            ","412,000","373,000","39,000",
" ","6504  ","南六            ","43,000","4,000","39,000",
" ","2514  ","龍邦            ","62,000","25,000","37,000",
" ","3057  ","喬鼎            ","47,000","10,000","37,000",
" ","6278  ","台表科          ","76,000","39,000","37,000",
" ","5234  ","達興材料        ","46,000","11,000","35,000",
" ","9905  ","大華            ","57,000","23,000","34,000",
" ","2705  ","六福            ","34,000","1,000","33,000",
" ","4119  ","旭富            ","35,000","2,000","33,000",
" ","5288  ","豐祥-KY         ","35,000","2,000","33,000",
" ",="00636 ","國泰中國A50     ","168,000","136,000","32,000",
" ","2426  ","鼎元            ","279,000","247,000","32,000",
" ","6251  ","定穎            ","46,000","14,000","32,000",
" ","8429  ","金麗-KY         ","39,000","7,000","32,000",
" ","1316  ","上曜            ","42,000","11,000","31,000",
" ","1340  ","勝悅-KY         ","77,000","46,000","31,000",
" ","1721  ","三晃            ","32,000","1,000","31,000",
" ","3376  ","新日興          ","203,000","172,000","31,000",
" ","1475  ","本盟            ","33,000","3,000","30,000",
" ","6120  ","達運            ","73,000","43,000","30,000",
" ","1582  ","信錦            ","174,000","144,437","29,563",
" ","3515  ","華擎            ","101,000","72,000","29,000",
" ","1440  ","南紡            ","142,000","114,000","28,000",
" ","2030  ","彰源            ","29,000","1,000","28,000",
" ","2856  ","元富證          ","166,000","138,000","28,000",
" ","2101  ","南港            ","80,000","53,000","27,000",
" ","3661  ","世芯-KY         ","357,000","330,000","27,000",
"*","3008  ","大立光          ","216,287","189,722","26,565",
" ","3013  ","晟銘電          ","66,000","40,000","26,000",
" ","5608  ","四維航          ","36,000","10,000","26,000",
" ","8114  ","振樺電          ","40,000","14,000","26,000",
" ","3016  ","嘉晶            ","56,000","31,000","25,000",
" ","3311  ","閎暉            ","33,000","8,000","25,000",
" ","1723  ","中碳            ","59,000","35,000","24,000",
" ","2207  ","和泰車          ","172,000","149,000","23,000",
" ","6145  ","勁永            ","118,000","95,000","23,000",
" ","1707  ","葡萄王          ","51,000","29,000","22,000",
" ","2228  ","劍麟            ","33,000","11,000","22,000",
" ","3454  ","晶睿            ","38,000","16,000","22,000",
" ","3040  ","遠見            ","31,000","10,000","21,000",
" ","4108  ","懷特            ","25,000","4,000","21,000",
" ","6224  ","聚鼎            ","25,000","4,000","21,000",
" ",="058500","榮化元大71購03  ","20,000","0","20,000",
" ","2328  ","廣宇            ","141,000","121,000","20,000",
" ","2415  ","錩新            ","26,000","6,000","20,000",
" ","3011  ","今皓            ","49,000","29,000","20,000",
" ","3605  ","宏致            ","26,000","6,000","20,000",
" ","1217  ","愛之味          ","47,000","28,000","19,000",
" ","1231  ","聯華食          ","21,000","2,000","19,000",
" ","8454  ","富邦媒          ","39,000","20,000","19,000",
"*","2059  ","川湖            ","179,000","161,000","18,000",
" ","2634  ","漢翔            ","159,000","141,000","18,000",
" ","4968  ","立積            ","142,000","124,000","18,000",
" ","3010  ","華立            ","30,000","13,000","17,000",
" ","4164  ","承業醫          ","18,000","1,000","17,000",
" ","6442  ","光聖            ","30,000","13,000","17,000",
" ","2704  ","國賓            ","35,000","19,000","16,000",
" ","1514  ","亞力            ","30,000","15,000","15,000",
" ","1589  ","永冠-KY         ","167,000","152,000","15,000",
" ","6271  ","同欣電          ","210,000","195,551","14,449",
" ","1437  ","勤益控          ","25,000","11,000","14,000",
" ","2612  ","中航            ","15,000","1,000","14,000",
" ","6177  ","達麗            ","22,000","8,000","14,000",
" ","1810  ","和成            ","13,000","0","13,000",
" ","2850  ","新產            ","35,000","22,000","13,000",
" ","4725  ","信昌化          ","34,000","21,000","13,000",
" ","6282  ","康舒            ","110,000","97,000","13,000",
" ","8213  ","志超            ","30,000","17,000","13,000",
" ","1538  ","正峰新          ","26,000","14,000","12,000",
" ","1608  ","華榮            ","12,000","0","12,000",
" ","1708  ","東鹼            ","20,000","8,000","12,000",
" ","3504  ","揚明光          ","26,000","14,000","12,000",
" ","6112  ","聚碩            ","17,000","5,000","12,000",
" ","2731  ","雄獅            ","26,000","16,000","10,000",
" ","4943  ","康控-KY         ","69,000","59,000","10,000",
" ","3060  ","銘異            ","87,000","77,500","9,500",
" ","1512  ","瑞利            ","9,000","0","9,000",
" ","2423  ","固緯            ","9,000","0","9,000",
" ","2616  ","山隆            ","15,000","6,000","9,000",
" ","2816  ","旺旺保          ","9,000","0","9,000",
" ","4190  ","佐登-KY         ","20,000","11,000","9,000",
"*","6415  ","矽力-KY         ","211,000","202,000","9,000",
" ","2912  ","統一超          ","617,000","608,858","8,142",
" ","2013  ","中鋼構          ","8,000","0","8,000",
" ","2524  ","京城            ","19,000","11,000","8,000",
" ","1410  ","南染            ","7,000","0","7,000",
" ","1903  ","士紙            ","7,000","0","7,000",
" ","2392  ","正崴            ","377,000","370,000","7,000",
" ","3708  ","上緯投控        ","36,000","29,000","7,000",
" ","6202  ","盛群            ","43,000","36,000","7,000",
" ","8016  ","矽創            ","234,000","227,000","7,000",
" ","8033  ","雷虎            ","7,000","0","7,000",
" ","8163  ","達方            ","126,000","119,000","7,000",
" ","8261  ","富鼎            ","34,000","27,000","7,000",
" ","1419  ","新紡            ","6,000","0","6,000",
" ","1612  ","宏泰            ","9,000","3,000","6,000",
" ","2461  ","光群雷          ","14,000","8,000","6,000",
" ","4104  ","佳醫            ","6,000","0","6,000",
" ","8411  ","福貞-KY         ","7,000","1,000","6,000",
" ","910861","神州-DR         ","6,000","0","6,000",
" ","1307  ","三芳            ","20,000","14,500","5,500",
" ",="03383P","臺股指統一71售04","5,000","0","5,000",
" ","1474  ","弘裕            ","5,000","0","5,000",
" ","1616  ","億泰            ","7,000","2,000","5,000",
" ","1731  ","美吾華          ","6,000","1,000","5,000",
" ","2009  ","第一銅          ","10,000","5,000","5,000",
" ","3164  ","景岳            ","5,000","0","5,000",
" ","3622  ","洋華            ","13,000","8,000","5,000",
" ","6141  ","柏承            ","23,000","18,000","5,000",
" ","9943  ","好樂迪          ","12,000","7,000","5,000",
" ","2462  ","良得電          ","11,000","7,000","4,000",
" ","2636  ","台驊投控        ","43,000","39,000","4,000",
" ","3257  ","虹冠電          ","25,000","21,000","4,000",
" ","3583  ","辛耘            ","11,000","7,000","4,000",
" ","4763  ","材料-KY         ","6,000","2,000","4,000",
" ","910708","恒大健-DR       ","4,000","0","4,000",
" ",="059845","國巨永豐6C購01  ","3,000","0","3,000",
" ","1213  ","大飲            ","3,000","0","3,000",
" ","1592  ","英瑞-KY         ","26,000","23,000","3,000",
" ","2305  ","全友            ","4,000","1,000","3,000",
" ","2484  ","希華            ","13,000","10,000","3,000",
" ","3052  ","夆典            ","3,000","0","3,000",
" ","3356  ","奇偶            ","13,000","10,000","3,000",
" ","4106  ","雃博            ","4,000","1,000","3,000",
" ","6552  ","易華電          ","16,000","13,000","3,000",
" ","9930  ","中聯資源        ","4,000","1,000","3,000",
"*","1726  ","永記            ","463,000","460,500","2,500",
" ",="00635U","元大S&P黃金     ","2,000","0","2,000",
" ","1225  ","福懋油          ","2,000","0","2,000",
" ","1323  ","永裕            ","5,000","3,000","2,000",
" ","1519  ","華城            ","2,000","0","2,000",
" ","1535  ","中宇            ","2,000","0","2,000",
" ","1817  ","凱撒衛          ","2,000","0","2,000",
" ","2851  ","中再保          ","2,000","0","2,000",
" ","2852  ","第一保          ","2,000","0","2,000",
" ","3130  ","一零四          ","5,000","3,000","2,000",
" ","4536  ","拓凱            ","6,000","4,000","2,000",
" ","5243  ","乙盛-KY         ","47,000","45,000","2,000",
" ","5284  ","jpp-KY          ","2,000","0","2,000",
" ","6189  ","豐藝            ","29,000","27,000","2,000",
" ","6533  ","晶心科          ","7,000","5,000","2,000",
" ","8480  ","泰昇-KY         ","65,000","63,000","2,000",
" ","9937  ","全國            ","3,000","1,000","2,000",
" ","2475  ","華映            ","1,060","0","1,060",
" ",="00659R","國泰日本反1     ","1,000","0","1,000",
" ",="058408","大立光統一6C購01","1,000","0","1,000",
" ","1203  ","味王            ","1,000","0","1,000",
" ","1506  ","正道            ","7,000","6,000","1,000",
" ","2033  ","佳大            ","1,000","0","1,000",
" ","2430  ","燦坤            ","19,000","18,000","1,000",
" ","2471  ","資通            ","3,000","2,000","1,000",
" ","3588  ","通嘉            ","2,000","1,000","1,000",
" ","6184  ","大豐電          ","5,000","4,000","1,000",
" ","8072  ","陞泰            ","8,000","7,000","1,000",
" ",="00672L","元大S&P原油正2  ","14,000","21,463,000","-21,449,000",
"*","2884  ","玉山金          ","6,976,438","18,174,396","-11,197,958",
"*","2881  ","富邦金          ","5,227,000","15,281,555","-10,054,555",
"*","2317  ","鴻海            ","11,975,000","20,923,234","-8,948,234",
" ","2371  ","大同            ","4,751,000","11,013,000","-6,262,000",
" ","2883  ","開發金          ","4,851,000","10,658,817","-5,807,817",
" ","2823  ","中壽            ","4,067,000","9,391,000","-5,324,000",
" ","2885  ","元大金          ","4,363,000","8,834,000","-4,471,000",
" ","2887  ","台新金          ","2,689,000","7,052,460","-4,363,460",
" ","2892  ","第一金          ","5,195,683","9,553,749","-4,358,066",
" ","2344  ","華邦電          ","3,690,000","8,001,000","-4,311,000",
"*","2330  ","台積電          ","24,401,400","28,686,762","-4,285,362",
" ","2890  ","永豐金          ","3,109,000","6,884,000","-3,775,000",
" ",="00639 ","富邦深100       ","132,000","3,643,000","-3,511,000",
" ","2886  ","兆豐金          ","9,276,000","12,581,580","-3,305,580",
" ","2354  ","鴻準            ","1,221,000","4,318,262","-3,097,262",
"*","1216  ","統一            ","5,819,000","8,890,473","-3,071,473",
" ","2882  ","國泰金          ","5,830,000","8,854,700","-3,024,700",
" ","2891  ","中信金          ","8,867,000","11,890,126","-3,023,126",
"*","2888  ","新光金          ","13,745,000","16,731,114","-2,986,114",
" ","2880  ","華南金          ","3,803,000","6,707,748","-2,904,748",
" ","2337  ","旺宏            ","16,174,903","18,971,000","-2,796,097",
" ",="00642U","元大S&P石油     ","12,000","2,787,000","-2,775,000",
" ","2610  ","華航            ","1,564,000","4,232,000","-2,668,000",
" ","2448  ","晶電            ","3,854,000","6,482,918","-2,628,918",
" ","2303  ","聯電            ","7,969,200","10,530,032","-2,560,832",
" ","2603  ","長榮            ","1,140,000","3,540,247","-2,400,247",
"*","1326  ","台化            ","3,706,000","5,765,170","-2,059,170",
" ","2409  ","友達            ","20,798,000","22,840,917","-2,042,917",
"*","2377  ","微星            ","2,489,000","4,426,000","-1,937,000",
" ","2353  ","宏碁            ","2,280,000","4,099,000","-1,819,000",
" ","2301  ","光寶科          ","2,312,000","4,118,358","-1,806,358",
" ","3702  ","大聯大          ","892,000","2,518,450","-1,626,450",
