"106年08月02日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ",="00637L","元大滬深300正2  ","18,620,000","2,734,000","15,886,000",
" ","6116  ","彩晶            ","14,939,000","1,845,000","13,094,000",
" ","2892  ","第一金          ","19,557,637","7,764,155","11,793,482",
"*","2330  ","台積電          ","22,680,665","11,261,683","11,418,982",
" ","2880  ","華南金          ","10,670,205","2,039,000","8,631,205",
"*","2454  ","聯發科          ","17,057,596","9,143,500","7,914,096",
" ",="00633L","富邦上証正2     ","9,148,000","2,156,000","6,992,000",
" ","2337  ","旺宏            ","8,406,000","1,779,000","6,627,000",
" ","2313  ","華通            ","7,906,000","1,948,000","5,958,000",
" ","6176  ","瑞儀            ","8,496,000","2,842,000","5,654,000",
" ","2883  ","開發金          ","8,321,000","3,386,000","4,935,000",
" ","2382  ","廣達            ","6,021,277","1,407,000","4,614,277",
" ","2002  ","中鋼            ","8,121,730","3,532,306","4,589,424",
" ","2885  ","元大金          ","8,121,000","3,546,000","4,575,000",
" ","2324  ","仁寶            ","6,114,500","1,907,000","4,207,500",
" ",="00642U","元大S&P石油     ","4,049,000","4,000","4,045,000",
" ","2801  ","彰銀            ","4,519,549","490,000","4,029,549",
" ","2412  ","中華電          ","4,685,346","941,755","3,743,591",
" ","5880  ","合庫金          ","4,427,676","901,000","3,526,676",
" ","2344  ","華邦電          ","5,467,000","2,301,000","3,166,000",
" ","2887  ","台新金          ","3,652,000","727,000","2,925,000",
" ","3019  ","亞光            ","3,287,000","440,000","2,847,000",
" ","2633  ","台灣高鐵        ","2,813,000","155,000","2,658,000",
"*","2317  ","鴻海            ","12,328,110","9,799,316","2,528,794",
"*","2881  ","富邦金          ","4,051,997","1,562,000","2,489,997",
"*","2891  ","中信金          ","13,183,764","10,969,240","2,214,524",
" ","2603  ","長榮            ","3,416,000","1,382,000","2,034,000",
" ","2439  ","美律            ","2,284,781","465,200","1,819,581",
" ","1605  ","華新            ","2,199,000","504,000","1,695,000",
" ",="00639 ","富邦深100       ","1,587,000","5,000","1,582,000",
" ","3035  ","智原            ","1,512,000","81,000","1,431,000",
" ",="00655L","國泰中國A50正2  ","1,280,000","0","1,280,000",
" ",="0050  ","元大台灣50      ","1,415,000","209,000","1,206,000",
" ","1560  ","中砂            ","2,121,000","1,000,000","1,121,000",
"*","2311  ","日月光          ","18,682,679","17,568,091","1,114,588",
" ","2812  ","台中銀          ","1,272,712","169,000","1,103,712",
" ","2481  ","強茂            ","1,069,000","52,000","1,017,000",
" ","4976  ","佳凌            ","951,000","35,000","916,000",
" ","1718  ","中纖            ","1,065,000","177,000","888,000",
" ","5871  ","中租-KY         ","1,018,746","175,000","843,746",
" ","2449  ","京元電子        ","1,866,000","1,032,000","834,000",
" ","1710  ","東聯            ","1,177,000","383,000","794,000",
" ",="006207","FH滬深          ","762,000","21,000","741,000",
" ","2908  ","特力            ","742,000","12,000","730,000",
" ","2338  ","光罩            ","756,000","38,000","718,000",
"*","2834  ","臺企銀          ","1,840,074","1,125,000","715,074",
" ","1515  ","力山            ","750,000","35,000","715,000",
" ","3645  ","達邁            ","979,000","322,000","657,000",
" ","4919  ","新唐            ","722,500","67,000","655,500",
" ","3682  ","亞太電          ","656,000","10,000","646,000",
" ","2441  ","超豐            ","708,000","84,000","624,000",
" ","2406  ","國碩            ","696,000","78,000","618,000",
" ","2444  ","友旺            ","616,000","11,000","605,000",
" ","2915  ","潤泰全          ","994,000","412,000","582,000",
" ","3545  ","敦泰            ","1,265,000","687,400","577,600",
"*","3045  ","台灣大          ","1,278,029","743,638","534,391",
" ",="006205","富邦上証        ","530,000","7,000","523,000",
" ","1215  ","卜蜂            ","542,000","47,000","495,000",
" ","2356  ","英業達          ","4,594,000","4,101,000","493,000",
" ","2615  ","萬海            ","723,000","239,000","484,000",
" ","2377  ","微星            ","1,013,000","547,000","466,000",
"*","2474  ","可成            ","3,206,000","2,742,567","463,433",
" ","1301  ","台塑            ","1,025,840","586,418","439,422",
" ","2354  ","鴻準            ","1,946,693","1,518,168","428,525",
" ","2049  ","上銀            ","720,000","292,247","427,753",
" ","2458  ","義隆            ","900,000","480,000","420,000",
" ","3673  ","TPK-KY          ","1,229,000","815,000","414,000",
" ","1909  ","榮成            ","2,007,809","1,601,000","406,809",
" ",="03418P","綠悅永豐6B售01  ","406,000","0","406,000",
" ","2383  ","台光電          ","838,000","452,000","386,000",
" ","1312  ","國喬            ","1,316,000","933,000","383,000",
" ","2351  ","順德            ","517,000","142,000","375,000",
" ","3023  ","信邦            ","461,000","87,000","374,000",
" ","2492  ","華新科          ","772,000","405,000","367,000",
" ","1326  ","台化            ","976,323","616,000","360,323",
" ","2610  ","華航            ","1,405,000","1,047,000","358,000",
" ","3536  ","誠創            ","362,000","11,000","351,000",
" ","1907  ","永豐餘          ","443,000","107,000","336,000",
" ","2376  ","技嘉            ","420,000","89,000","331,000",
" ","2030  ","彰源            ","399,000","71,000","328,000",
" ","1536  ","和大            ","532,000","217,000","315,000",
" ","1218  ","泰山            ","678,000","366,000","312,000",
" ","1704  ","榮化            ","350,000","38,475","311,525",
" ","2345  ","智邦            ","988,000","682,000","306,000",
" ","1714  ","和桐            ","377,000","73,000","304,000",
" ","2618  ","長榮航          ","1,351,000","1,050,000","301,000",
"*","2888  ","新光金          ","2,550,850","2,250,000","300,850",
" ",="00677U","富邦VIX         ","300,000","0","300,000",
" ",="00635U","元大S&P黃金     ","293,000","0","293,000",
" ","6285  ","啟碁            ","545,000","254,000","291,000",
" ","6282  ","康舒            ","403,000","131,000","272,000",
" ","2104  ","中橡            ","268,000","0","268,000",
" ","4104  ","佳醫            ","352,000","90,000","262,000",
" ","1904  ","正隆            ","425,000","165,000","260,000",
" ","6209  ","今國光          ","650,000","391,000","259,000",
" ",="00631L","元大台灣50正2   ","255,000","0","255,000",
" ",="061910","致伸元大6C購03  ","250,000","0","250,000",
" ","6145  ","勁永            ","272,000","25,000","247,000",
" ","2006  ","東和鋼鐵        ","253,000","14,000","239,000",
" ","2029  ","盛餘            ","404,000","166,000","238,000",
" ","6412  ","群電            ","334,000","96,000","238,000",
" ","8103  ","瀚荃            ","257,000","22,000","235,000",
" ","2359  ","所羅門          ","228,000","0","228,000",
"*","2884  ","玉山金          ","6,896,495","6,668,497","227,998",
" ","2499  ","東貝            ","242,000","18,000","224,000",
" ","3017  ","奇鋐            ","232,000","11,000","221,000",
" ","4552  ","力達-KY         ","298,000","77,000","221,000",
" ","5305  ","敦南            ","293,000","72,000","221,000",
" ","9938  ","百和            ","482,000","261,213","220,787",
" ","8039  ","台虹            ","489,000","271,000","218,000",
" ",="00636 ","國泰中國A50     ","235,000","21,000","214,000",
"*","3026  ","禾伸堂          ","262,000","50,000","212,000",
" ","2331  ","精英            ","241,000","38,000","203,000",
" ","2392  ","正崴            ","291,000","88,000","203,000",
" ","3661  ","世芯-KY         ","807,000","604,000","203,000",
" ","2014  ","中鴻            ","1,010,000","808,000","202,000",
" ","2836  ","高雄銀          ","202,000","2,000","200,000",
" ","8131  ","福懋科          ","202,000","3,000","199,000",
" ","6202  ","盛群            ","206,000","10,000","196,000",
