"106年07月19日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"*","2303  ","聯電            ","48,820,450","17,703,000","31,117,450",
" ",="00637L","元大滬深300正2  ","15,604,000","919,000","14,685,000",
" ","1314  ","中石化          ","15,846,853","3,892,000","11,954,853",
" ","2885  ","元大金          ","15,507,862","7,544,109","7,963,753",
" ","2891  ","中信金          ","16,917,000","9,339,935","7,577,065",
" ","2344  ","華邦電          ","8,884,127","1,442,000","7,442,127",
" ","2311  ","日月光          ","11,760,000","5,933,000","5,827,000",
" ",="00633L","富邦上証正2     ","6,987,000","1,203,000","5,784,000",
" ",="00639 ","富邦深100       ","5,522,000","0","5,522,000",
"*","2317  ","鴻海            ","13,521,052","8,508,614","5,012,438",
" ","6176  ","瑞儀            ","4,894,839","1,188,808","3,706,031",
" ","1710  ","東聯            ","3,657,200","177,000","3,480,200",
" ","2888  ","新光金          ","10,447,612","7,130,000","3,317,612",
" ","2633  ","台灣高鐵        ","3,600,000","750,000","2,850,000",
" ","2454  ","聯發科          ","7,596,505","4,821,614","2,774,891",
" ","2610  ","華航            ","4,050,174","1,395,000","2,655,174",
" ","2421  ","建準            ","2,962,000","476,000","2,486,000",
" ","2439  ","美律            ","2,846,000","364,310","2,481,690",
" ","2603  ","長榮            ","4,917,077","2,680,000","2,237,077",
" ","1718  ","中纖            ","2,768,000","569,000","2,199,000",
"*","2301  ","光寶科          ","5,926,000","3,921,677","2,004,323",
" ","2801  ","彰銀            ","3,796,000","1,843,305","1,952,695",
" ","3044  ","健鼎            ","2,874,446","1,142,000","1,732,446",
" ","1477  ","聚陽            ","1,780,000","125,000","1,655,000",
" ","2031  ","新光鋼          ","1,793,000","276,000","1,517,000",
"*","2449  ","京元電子        ","7,603,995","6,131,289","1,472,706",
" ","2882  ","國泰金          ","7,847,000","6,463,000","1,384,000",
" ","2356  ","英業達          ","5,725,217","4,342,000","1,383,217",
" ","2376  ","技嘉            ","1,795,919","481,000","1,314,919",
" ","2458  ","義隆            ","1,468,000","221,278","1,246,722",
" ","2485  ","兆赫            ","1,631,000","394,000","1,237,000",
" ",="00635U","元大S&P黃金     ","1,214,000","0","1,214,000",
" ","1582  ","信錦            ","1,215,000","28,000","1,187,000",
" ","2330  ","台積電          ","10,563,311","9,393,000","1,170,311",
" ","1218  ","泰山            ","1,366,000","197,032","1,168,968",
