"106年07月28日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"*","2412  ","中華電          ","8,692,000","1,657,513","7,034,487",
" ","1605  ","華新            ","7,046,600","814,000","6,232,600",
" ",="00632R","元大台灣50反1   ","5,846,000","0","5,846,000",
" ",="00637L","元大滬深300正2  ","6,197,000","403,000","5,794,000",
"*","6116  ","彩晶            ","15,091,000","9,666,000","5,425,000",
" ","2834  ","臺企銀          ","6,502,000","1,315,749","5,186,251",
" ","2883  ","開發金          ","6,688,000","1,665,500","5,022,500",
" ","2633  ","台灣高鐵        ","5,347,000","337,424","5,009,576",
" ","2352  ","佳世達          ","6,100,000","2,162,781","3,937,219",
" ","3019  ","亞光            ","3,755,000","252,000","3,503,000",
" ",="00642U","元大S&P石油     ","3,384,000","0","3,384,000",
" ","2337  ","旺宏            ","8,945,000","5,855,001","3,089,999",
" ","2880  ","華南金          ","5,843,000","2,903,631","2,939,369",
" ","1718  ","中纖            ","2,528,000","133,000","2,395,000",
" ","3682  ","亞太電          ","2,761,000","419,840","2,341,160",
"*","4904  ","遠傳            ","2,976,000","952,879","2,023,121",
" ","1710  ","東聯            ","2,586,000","568,000","2,018,000",
" ","6269  ","台郡            ","3,576,661","1,591,000","1,985,661",
" ","1312  ","國喬            ","2,429,000","635,765","1,793,235",
" ","2891  ","中信金          ","7,991,000","6,308,218","1,682,782",
" ",="00676R","富邦臺灣加權反1 ","1,676,000","0","1,676,000",
" ","3702  ","大聯大          ","2,363,063","830,600","1,532,463",
" ",="00672L","元大S&P原油正2  ","1,529,000","0","1,529,000",
" ","2890  ","永豐金          ","3,967,000","2,513,909","1,453,091",
"*","2382  ","廣達            ","5,393,000","4,135,608","1,257,392",
" ","2455  ","全新            ","1,342,000","141,000","1,201,000",
" ","2449  ","京元電子        ","1,694,000","494,000","1,200,000",
" ","1902  ","台紙            ","1,505,000","372,000","1,133,000",
" ","2439  ","美律            ","3,305,605","2,183,221","1,122,384",
" ",="00633L","富邦上証正2     ","983,000","0","983,000",
" ","2458  ","義隆            ","1,581,000","667,325","913,675",
" ","1218  ","泰山            ","890,000","42,000","848,000",
" ","2376  ","技嘉            ","1,100,000","253,000","847,000",
" ","4532  ","瑞智            ","1,781,000","1,006,000","775,000",
" ","2345  ","智邦            ","1,586,000","812,606","773,394",
" ","8163  ","達方            ","909,700","145,000","764,700",
" ","3023  ","信邦            ","875,000","168,000","707,000",
" ","9911  ","櫻花            ","875,000","168,000","707,000",
" ","6285  ","啟碁            ","1,368,000","666,000","702,000",
" ","5871  ","中租-KY         ","1,624,000","949,774","674,226",
" ","1301  ","台塑            ","1,909,000","1,238,229","670,771",
"*","2383  ","台光電          ","2,663,000","2,039,047","623,953",
" ","2481  ","強茂            ","661,000","40,000","621,000",
" ","6108  ","競國            ","573,000","19,000","554,000",
" ","2601  ","益航            ","663,000","123,000","540,000",
" ","6282  ","康舒            ","552,000","40,000","512,000",
" ","2312  ","金寶            ","531,000","59,000","472,000",
" ","2324  ","仁寶            ","2,791,302","2,335,985","455,317",
" ","2504  ","國產            ","450,000","16,000","434,000",
" ","2845  ","遠東銀          ","543,000","118,000","425,000",
" ","1402  ","遠東新          ","1,497,000","1,095,526","401,474",
" ",="00692 ","富邦公司治理    ","400,000","0","400,000",
" ","6443  ","元晶            ","406,000","22,000","384,000",
" ","2401  ","凌陽            ","494,000","113,000","381,000",
" ","2444  ","友旺            ","594,000","215,000","379,000",
