"106年08月10日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","6116  ","彩晶            ","33,348,000","730,000","32,618,000",
" ",="00637L","元大滬深300正2  ","33,688,000","1,817,000","31,871,000",
" ","2337  ","旺宏            ","27,214,745","1,315,000","25,899,745",
" ","2303  ","聯電            ","71,900,800","54,708,000","17,192,800",
" ","2883  ","開發金          ","16,025,000","2,746,000","13,279,000",
" ",="00633L","富邦上証正2     ","11,394,000","723,000","10,671,000",
" ","3481  ","群創            ","35,934,400","27,248,670","8,685,730",
" ","2823  ","中壽            ","11,362,496","4,581,321","6,781,175",
" ","2885  ","元大金          ","9,433,022","2,748,000","6,685,022",
" ","2345  ","智邦            ","7,008,214","648,000","6,360,214",
" ","2421  ","建準            ","6,623,000","303,000","6,320,000",
" ",="00639 ","富邦深100       ","5,668,000","0","5,668,000",
"*","1314  ","中石化          ","7,226,359","2,280,000","4,946,359",
" ","1312  ","國喬            ","7,129,727","2,263,000","4,866,727",
" ","2448  ","晶電            ","6,508,194","2,386,848","4,121,346",
" ","2408  ","南亞科          ","4,774,032","1,208,420","3,565,612",
" ",="00672L","元大S&P原油正2  ","5,037,000","1,600,000","3,437,000",
" ","2049  ","上銀            ","3,507,312","375,000","3,132,312",
"*","5871  ","中租-KY         ","6,519,199","3,614,309","2,904,890",
" ","1216  ","統一            ","6,536,224","3,739,846","2,796,378",
" ","2344  ","華邦電          ","7,182,546","4,483,000","2,699,546",
" ","6176  ","瑞儀            ","6,181,105","3,597,108","2,583,997",
" ","2409  ","友達            ","18,698,454","16,613,000","2,085,454",
" ","6456  ","GIS-KY          ","3,035,239","1,022,179","2,013,060",
" ","2633  ","台灣高鐵        ","2,812,496","866,000","1,946,496",
" ",="00642U","元大S&P石油     ","1,849,000","0","1,849,000",
" ","2014  ","中鴻            ","2,285,575","591,000","1,694,575",
"*","2382  ","廣達            ","5,625,032","4,011,000","1,614,032",
" ","2887  ","台新金          ","3,344,660","1,804,000","1,540,660",
" ","3231  ","緯創            ","4,763,833","3,244,466","1,519,367",
" ","3035  ","智原            ","1,539,000","49,000","1,490,000",
" ","2031  ","新光鋼          ","1,627,000","156,000","1,471,000",
" ",="006206","元大上證50      ","1,325,000","0","1,325,000",
" ","2030  ","彰源            ","1,268,000","30,000","1,238,000",
" ","1262  ","綠悅-KY         ","2,988,000","1,871,900","1,116,100",
" ","3036  ","文曄            ","1,155,448","145,008","1,010,440",
" ","3673  ","TPK-KY          ","3,021,078","2,029,000","992,078",
" ","4919  ","新唐            ","1,195,000","230,000","965,000",
" ",="006207","FH滬深          ","963,000","0","963,000",
" ",="006205","富邦上証        ","1,492,000","535,000","957,000",
" ","2316  ","楠梓電          ","1,191,000","241,000","950,000",
" ","6269  ","台郡            ","1,726,080","812,000","914,080",
" ",="00636 ","國泰中國A50     ","1,081,000","183,000","898,000",
" ","1303  ","南亞            ","2,075,080","1,179,813","895,267",
" ","2023  ","燁輝            ","1,323,243","481,000","842,243",
" ",="00665L","富邦H股正2      ","809,000","0","809,000",
" ","9934  ","成霖            ","831,000","80,000","751,000",
" ","3533  ","嘉澤            ","812,000","81,000","731,000",
" ","2360  ","致茂            ","1,251,000","539,000","712,000",
" ","2439  ","美律            ","2,237,330","1,572,068","665,262",
" ","5264  ","鎧勝-KY         ","824,300","164,000","660,300",
" ","2903  ","遠百            ","904,000","246,000","658,000",
" ","3545  ","敦泰            ","778,000","125,000","653,000",
" ","2449  ","京元電子        ","3,009,510","2,371,000","638,510",
" ","8039  ","台虹            ","602,000","28,000","574,000",
" ","3682  ","亞太電          ","955,360","388,000","567,360",
" ","2347  ","聯強            ","1,477,112","925,106","552,006",
" ","2615  ","萬海            ","809,792","273,000","536,792",
" ",="00655L","國泰中國A50正2  ","658,000","122,000","536,000",
" ",="0050  ","元大台灣50      ","625,000","102,000","523,000",
" ","2377  ","微星            ","1,031,020","509,000","522,020",
" ","8105  ","凌巨            ","752,000","256,000","496,000",
" ","4958  ","臻鼎-KY         ","1,228,525","734,000","494,525",
" ","9904  ","寶成            ","2,309,600","1,831,900","477,700",
" ","2477  ","美隆電          ","485,000","30,000","455,000",
" ",="00673R","元大S&P原油反1  ","439,000","0","439,000",
" ","1229  ","聯華            ","670,000","234,000","436,000",
" ","9136  ","巨騰-DR         ","486,000","62,000","424,000",
" ","5522  ","遠雄            ","750,000","327,000","423,000",
" ","2349  ","錸德            ","611,000","192,000","419,000",
" ","4915  ","致伸            ","1,612,182","1,200,000","412,182",
" ","1560  ","中砂            ","495,000","84,000","411,000",
" ","4943  ","康控-KY         ","423,000","17,000","406,000",
"*","1101  ","台泥            ","3,095,220","2,693,000","402,220",
" ","6414  ","樺漢            ","512,000","119,000","393,000",
" ","2454  ","聯發科          ","1,916,208","1,528,000","388,208",
" ","2105  ","正新            ","1,699,796","1,335,000","364,796",
" ","8341  ","日友            ","372,000","14,000","358,000",
" ","2915  ","潤泰全          ","1,169,479","822,000","347,479",
