"106年06月08日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"*","2330  ","台積電          ","18,587,531","9,656,706","8,930,825",
"*","2891  ","中信金          ","23,319,853","14,617,876","8,701,977",
" ","6116  ","彩晶            ","10,149,000","1,799,000","8,350,000",
" ","2892  ","第一金          ","11,987,262","4,794,531","7,192,731",
"*","2454  ","聯發科          ","11,041,800","5,076,071","5,965,729",
"*","2886  ","兆豐金          ","10,386,000","4,819,505","5,566,495",
" ","2352  ","佳世達          ","6,861,000","1,983,000","4,878,000",
" ","2371  ","大同            ","7,982,000","3,255,000","4,727,000",
" ","2313  ","華通            ","4,971,000","382,142","4,588,858",
" ","2603  ","長榮            ","6,950,000","2,677,000","4,273,000",
" ","5880  ","合庫金          ","5,237,000","979,380","4,257,620",
" ","2325  ","矽品            ","5,457,000","1,252,000","4,205,000",
" ","2412  ","中華電          ","4,397,000","498,000","3,899,000",
" ","8150  ","南茂            ","6,438,000","2,758,000","3,680,000",
"*","6412  ","群電            ","3,474,000","489,000","2,985,000",
" ","2439  ","美律            ","2,963,000","490,000","2,473,000",
" ","1909  ","榮成            ","3,353,000","1,065,000","2,288,000",
" ","3231  ","緯創            ","3,126,000","912,640","2,213,360",
" ","8105  ","凌巨            ","2,720,000","559,000","2,161,000",
" ","2633  ","台灣高鐵        ","2,647,300","686,000","1,961,300",
"*","2356  ","英業達          ","14,814,000","13,095,000","1,719,000",
" ","2369  ","菱生            ","1,641,000","11,000","1,630,000",
" ","8112  ","至上            ","1,665,000","119,912","1,545,088",
" ","2347  ","聯強            ","2,019,700","541,050","1,478,650",
" ","1314  ","中石化          ","2,112,000","644,000","1,468,000",
"*","2377  ","微星            ","2,749,000","1,330,000","1,419,000",
" ","2448  ","晶電            ","2,636,000","1,260,000","1,376,000",
" ","5871  ","中租-KY         ","3,009,000","1,633,620","1,375,380",
" ","3682  ","亞太電          ","1,683,000","317,000","1,366,000",
" ","2458  ","義隆            ","1,612,000","317,683","1,294,317",
" ","3044  ","健鼎            ","1,548,000","336,000","1,212,000",
" ","9934  ","成霖            ","1,254,000","127,000","1,127,000",
" ","2809  ","京城銀          ","1,402,000","292,000","1,110,000",
" ","2383  ","台光電          ","1,619,000","530,000","1,089,000",
"*","4958  ","臻鼎-KY         ","3,068,000","1,983,000","1,085,000",
" ","1312  ","國喬            ","1,598,000","601,630","996,370",
"*","2823  ","中壽            ","3,719,000","2,726,160","992,840",
" ","2504  ","國產            ","1,239,000","265,000","974,000",
" ","2408  ","南亞科          ","1,903,482","953,843","949,639",
" ","2812  ","台中銀          ","996,000","87,000","909,000",
" ",="00673R","元大S&P原油反1  ","850,000","0","850,000",
" ","2426  ","鼎元            ","928,000","82,000","846,000",
" ","2421  ","建準            ","1,216,000","437,000","779,000",
" ","2441  ","超豐            ","1,085,000","312,000","773,000",
" ","3706  ","神達            ","1,373,000","670,000","703,000",
" ","3380  ","明泰            ","1,018,000","331,000","687,000",
" ","1715  ","萬洲            ","625,000","45,000","580,000",
" ","4552  ","力達-KY         ","545,000","1,000","544,000",
" ","8215  ","明基材          ","571,000","31,000","540,000",
" ","2206  ","三陽工業        ","555,000","39,000","516,000",
" ","6505  ","台塑化          ","1,350,000","835,000","515,000",
" ","1902  ","台紙            ","859,000","356,000","503,000",
" ","4915  ","致伸            ","919,000","419,000","500,000",
" ","2889  ","國票金          ","613,000","114,000","499,000",
" ","3686  ","達能            ","508,660","11,000","497,660",
" ","3661  ","世芯-KY         ","783,000","299,000","484,000",
" ","5522  ","遠雄            ","562,000","84,000","478,000",
"*","2311  ","日月光          ","5,195,781","4,717,804","477,977",
" ","2355  ","敬鵬            ","1,187,000","729,000","458,000",
" ","2481  ","強茂            ","509,000","52,000","457,000",
" ","3673  ","TPK-KY          ","647,000","190,000","457,000",
" ","6285  ","啟碁            ","1,443,000","999,920","443,080",
" ","3032  ","偉訓            ","454,000","32,000","422,000",
" ","2903  ","遠百            ","689,000","281,000","408,000",
" ",="006205","富邦上証        ","404,000","1,000","403,000",
" ","2404  ","漢唐            ","482,000","101,732","380,268",
" ","1536  ","和大            ","591,596","225,000","366,596",
" ","1447  ","力鵬            ","378,000","15,000","363,000",
" ","4938  ","和碩            ","1,834,000","1,472,590","361,410",
" ","4919  ","新唐            ","560,000","217,000","343,000",
" ","3022  ","威強電          ","351,000","9,000","342,000",
" ","2231  ","為升            ","560,759","239,960","320,799",
" ","6192  ","巨路            ","345,000","31,000","314,000",
"*","2474  ","可成            ","4,396,686","4,083,900","312,786",
" ",="00636 ","國泰中國A50     ","304,000","0","304,000",
" ","1452  ","宏益            ","339,000","35,000","304,000",
" ","2375  ","智寶            ","319,000","25,000","294,000",
" ","3034  ","聯詠            ","941,000","652,000","289,000",
" ","3014  ","聯陽            ","322,000","37,000","285,000",
" ","3042  ","晶技            ","468,000","187,000","281,000",
" ","1227  ","佳格            ","600,222","342,670","257,552",
" ","2201  ","裕隆            ","325,000","70,000","255,000",
" ","2353  ","宏碁            ","1,955,000","1,704,666","250,334",
" ","2401  ","凌陽            ","479,000","229,000","250,000",
" ","2204  ","中華            ","372,000","130,000","242,000",
" ","3665  ","貿聯-KY         ","406,000","167,000","239,000",
" ","3576  ","新日光          ","281,000","52,000","229,000",
" ","2820  ","華票            ","539,000","316,000","223,000",
" ","4148  ","全宇生技-KY     ","232,000","15,000","217,000",
" ","2312  ","金寶            ","425,000","209,000","216,000",
" ","2841  ","台開            ","275,000","59,000","216,000",
" ","2908  ","特力            ","252,000","36,000","216,000",
" ","8039  ","台虹            ","240,000","28,000","212,000",
" ","2485  ","兆赫            ","289,000","82,000","207,000",
" ","2345  ","智邦            ","835,000","635,000","200,000",
" ","2357  ","華碩            ","674,000","474,232","199,768",
" ","2464  ","盟立            ","225,000","30,000","195,000",
" ","2727  ","王品            ","219,000","28,000","191,000",
" ","3515  ","華擎            ","216,000","35,000","181,000",
" ",="006207","FH滬深          ","180,000","0","180,000",
" ","2836  ","高雄銀          ","179,000","4,000","175,000",
" ","2606  ","裕民            ","205,000","33,000","172,000",
" ","2913  ","農林            ","349,000","178,000","171,000",
" ","2360  ","致茂            ","514,800","345,000","169,800",
" ","4976  ","佳凌            ","232,000","67,000","165,000",
" ","2101  ","南港            ","162,000","0","162,000",
" ","2387  ","精元            ","251,000","89,000","162,000",
"*","2912  ","統一超          ","667,000","506,000","161,000",
" ","2547  ","日勝生          ","332,000","172,000","160,000",
" ","2515  ","中工            ","575,000","419,000","156,000",
" ","4935  ","茂林-KY         ","194,000","39,000","155,000",
" ","2505  ","國揚            ","154,000","1,000","153,000",
" ","3189  ","景碩            ","535,000","385,000","150,000",
" ","2542  ","興富發          ","1,984,500","1,836,100","148,400",
" ","3037  ","欣興            ","918,000","771,000","147,000",
" ","1560  ","中砂            ","203,000","59,000","144,000",
" ","2451  ","創見            ","226,000","83,000","143,000",
" ","2456  ","奇力新          ","233,000","90,000","143,000",
" ","1605  ","華新            ","2,560,000","2,419,000","141,000",
" ","3026  ","禾伸堂          ","151,000","12,000","139,000",
" ","2104  ","中橡            ","210,000","72,000","138,000",
" ","2897  ","王道銀行        ","132,000","2,000","130,000",
" ","1217  ","愛之味          ","126,000","5,000","121,000",
" ","1718  ","中纖            ","592,000","473,000","119,000",
" ","2373  ","震旦行          ","132,000","13,000","119,000",
" ","2207  ","和泰車          ","190,431","73,000","117,431",
" ","1464  ","得力            ","154,000","38,000","116,000",
" ","6257  ","矽格            ","275,000","163,000","112,000",
" ","3060  ","銘異            ","138,000","29,000","109,000",
" ","2634  ","漢翔            ","187,000","82,000","105,000",
" ","2465  ","麗臺            ","104,000","0","104,000",
" ","9910  ","豐泰            ","207,818","104,000","103,818",
" ","2349  ","錸德            ","475,000","372,000","103,000",
" ","8422  ","可寧衛          ","124,000","21,000","103,000",
" ","3040  ","遠見            ","102,000","0","102,000",
" ","4414  ","如興            ","107,000","6,000","101,000",
" ","3023  ","信邦            ","185,000","85,000","100,000",
" ","1440  ","南紡            ","165,000","66,000","99,000",
