"106年07月13日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2303  ","聯電            ","111,593,498","64,011,571","47,581,927",
"*","2891  ","中信金          ","36,427,899","8,220,460","28,207,439",
" ","2888  ","新光金          ","14,798,533","2,832,432","11,966,101",
" ","1314  ","中石化          ","14,098,000","4,846,642","9,251,358",
" ","2881  ","富邦金          ","9,033,283","4,003,123","5,030,160",
" ","8112  ","至上            ","7,211,000","2,191,000","5,020,000",
" ","2330  ","台積電          ","30,065,482","25,251,896","4,813,586",
" ","2345  ","智邦            ","4,565,000","673,831","3,891,169",
" ","2313  ","華通            ","4,165,000","902,796","3,262,204",
" ","2633  ","台灣高鐵        ","3,334,052","347,000","2,987,052",
" ","1312  ","國喬            ","3,245,000","673,708","2,571,292",
" ","2609  ","陽明            ","3,266,000","716,000","2,550,000",
" ","2448  ","晶電            ","5,492,000","2,950,227","2,541,773",
" ","2344  ","華邦電          ","4,656,000","2,146,694","2,509,306",
" ","1710  ","東聯            ","2,865,000","721,000","2,144,000",
" ","4915  ","致伸            ","2,762,000","909,638","1,852,362",
" ","2892  ","第一金          ","9,799,064","8,000,385","1,798,679",
" ","2801  ","彰銀            ","2,981,745","1,193,502","1,788,243",
" ","4938  ","和碩            ","4,443,672","2,655,825","1,787,847",
" ","2887  ","台新金          ","4,983,183","3,207,082","1,776,101",
" ","1909  ","榮成            ","2,492,000","757,384","1,734,616",
" ","3702  ","大聯大          ","2,385,000","669,830","1,715,170",
" ","2882  ","國泰金          ","6,807,510","5,117,964","1,689,546",
" ","1605  ","華新            ","2,574,000","952,242","1,621,758",
" ","4904  ","遠傳            ","3,005,595","1,514,414","1,491,181",
"*","2324  ","仁寶            ","10,148,273","8,663,682","1,484,591",
" ",="00664R","國泰臺灣加權反1 ","1,409,000","0","1,409,000",
" ","3037  ","欣興            ","2,838,000","1,488,734","1,349,266",
"*","3045  ","台灣大          ","2,630,129","1,323,273","1,306,856",
" ","3034  ","聯詠            ","1,670,859","404,000","1,266,859",
