"106年07月12日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
"*","2303  ","聯電            ","55,998,000","19,311,984","36,686,016",
"*","2882  ","國泰金          ","17,552,000","7,761,325","9,790,675",
"*","1605  ","華新            ","9,075,000","417,000","8,658,000",
"*","2891  ","中信金          ","18,387,938","11,890,905","6,497,033",
" ","1314  ","中石化          ","12,936,000","6,542,000","6,394,000",
" ",="00672L","元大S&P原油正2  ","5,374,000","300,000","5,074,000",
"*","2881  ","富邦金          ","11,008,000","6,502,201","4,505,799",
" ","2313  ","華通            ","4,870,000","557,000","4,313,000",
" ","2344  ","華邦電          ","4,633,000","750,154","3,882,846",
" ","2352  ","佳世達          ","5,955,000","2,103,202","3,851,798",
" ","2345  ","智邦            ","4,508,000","888,348","3,619,652",
" ","2031  ","新光鋼          ","3,544,000","267,000","3,277,000",
"*","2317  ","鴻海            ","19,555,073","16,778,041","2,777,032",
" ","1710  ","東聯            ","2,796,000","174,000","2,622,000",
"*","2412  ","中華電          ","4,048,000","1,525,640","2,522,360",
" ","2399  ","映泰            ","2,303,000","171,000","2,132,000",
" ","2610  ","華航            ","7,524,000","5,508,451","2,015,549",
" ","2448  ","晶電            ","2,438,000","423,947","2,014,053",
" ","1301  ","台塑            ","3,282,000","1,400,416","1,881,584",
" ","1210  ","大成            ","2,423,000","606,917","1,816,083",
" ","4904  ","遠傳            ","3,624,421","1,855,536","1,768,885",
" ","1303  ","南亞            ","4,821,000","3,130,631","1,690,369",
"*","2474  ","可成            ","2,481,400","810,465","1,670,935",
" ","2609  ","陽明            ","1,985,000","388,000","1,597,000",
"*","6176  ","瑞儀            ","2,800,719","1,250,000","1,550,719",
"*","2354  ","鴻準            ","5,451,000","3,942,580","1,508,420",
" ",="00665L","富邦H股正2      ","1,431,000","0","1,431,000",
" ","5880  ","合庫金          ","4,678,000","3,251,307","1,426,693",
" ","2601  ","益航            ","1,448,000","147,000","1,301,000",
"*","2382  ","廣達            ","5,078,000","3,839,637","1,238,363",
" ","2371  ","大同            ","2,524,000","1,286,000","1,238,000",
