"106年06月07日 外資及陸資買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2409  ","友達            ","66,743,254","13,215,570","53,527,684",
"*","3481  ","群創            ","43,671,000","13,833,159","29,837,841",
" ","2337  ","旺宏            ","38,353,886","22,363,598","15,990,288",
" ",="00633L","富邦上証正2     ","11,723,000","71,000","11,652,000",
" ",="00637L","元大滬深300正2  ","9,251,000","152,000","9,099,000",
" ","2344  ","華邦電          ","12,837,408","4,157,720","8,679,688",
"*","2454  ","聯發科          ","13,390,140","4,989,459","8,400,681",
" ",="00672L","元大S&P原油正2  ","5,732,000","0","5,732,000",
"*","2330  ","台積電          ","28,279,000","23,202,200","5,076,800",
" ","2885  ","元大金          ","9,095,000","4,746,607","4,348,393",
" ","2303  ","聯電            ","9,315,000","5,043,440","4,271,560",
" ","1216  ","統一            ","6,584,800","2,761,000","3,823,800",
"*","5871  ","中租-KY         ","6,432,744","2,761,949","3,670,795",
"*","2311  ","日月光          ","19,327,000","15,831,521","3,495,479",
"*","2308  ","台達電          ","5,121,682","2,225,519","2,896,163",
" ","2633  ","台灣高鐵        ","3,596,000","814,000","2,782,000",
" ","1909  ","榮成            ","3,743,412","1,158,000","2,585,412",
" ",="00639 ","富邦深100       ","1,796,000","0","1,796,000",
" ","2408  ","南亞科          ","3,934,000","2,161,060","1,772,940",
" ","3231  ","緯創            ","3,978,180","2,263,672","1,714,508",
" ","3706  ","神達            ","2,200,000","493,000","1,707,000",
" ","2325  ","矽品            ","6,412,000","4,765,000","1,647,000",
" ","6116  ","彩晶            ","4,197,000","2,592,000","1,605,000",
" ","2603  ","長榮            ","2,522,528","974,587","1,547,941",
" ","2421  ","建準            ","1,879,000","466,000","1,413,000",
"*","9904  ","寶成            ","4,496,000","3,217,000","1,279,000",
" ","2347  ","聯強            ","2,023,000","750,978","1,272,022",
" ","8150  ","南茂            ","2,581,000","1,309,000","1,272,000",
" ","2820  ","華票            ","1,250,000","58,000","1,192,000",
" ","3443  ","創意            ","1,641,000","507,563","1,133,437",
" ","2352  ","佳世達          ","5,137,504","4,243,017","894,487",
" ","2481  ","強茂            ","985,000","97,000","888,000",
" ","2412  ","中華電          ","3,898,000","3,016,000","882,000",
" ",="006205","富邦上証        ","836,000","0","836,000",
" ","2314  ","台揚            ","984,000","149,651","834,349",
" ","2458  ","義隆            ","1,255,000","462,330","792,670",
" ","2404  ","漢唐            ","887,172","96,000","791,172",
"*","3044  ","健鼎            ","2,716,468","1,937,246","779,222",
" ","1227  ","佳格            ","943,000","169,000","774,000",
" ","3682  ","亞太電          ","1,089,000","369,000","720,000",
"*","2912  ","統一超          ","1,263,000","596,707","666,293",
" ","9934  ","成霖            ","643,000","31,000","612,000",
" ","3032  ","偉訓            ","788,000","194,000","594,000",
" ","1102  ","亞泥            ","2,275,000","1,695,000","580,000",
" ","2369  ","菱生            ","613,000","51,000","562,000",
" ","2345  ","智邦            ","1,113,132","552,000","561,132",
" ","2426  ","鼎元            ","711,000","173,000","538,000",
" ",="00673R","元大S&P原油反1  ","511,000","0","511,000",
" ","3406  ","玉晶光          ","843,000","340,000","503,000",
" ",="0061  ","元大寶滬深      ","500,000","0","500,000",
" ",="00655L","國泰中國A50正2  ","474,000","0","474,000",
" ","3576  ","新日光          ","471,000","4,000","467,000",
" ",="00636 ","國泰中國A50     ","457,000","0","457,000",
" ","2449  ","京元電子        ","3,111,828","2,661,000","450,828",
" ",="00665L","富邦H股正2      ","409,000","0","409,000",
" ","1210  ","大成            ","585,568","183,000","402,568",
" ","2313  ","華通            ","1,350,592","954,532","396,060",
" ","6412  ","群電            ","571,000","185,723","385,277",
" ","4552  ","力達-KY         ","408,000","25,000","383,000",
" ","1902  ","台紙            ","477,000","100,000","377,000",
" ","9914  ","美利達          ","525,000","156,000","369,000",
" ","2889  ","國票金          ","890,000","526,000","364,000",
" ","1447  ","力鵬            ","381,000","25,000","356,000",
" ","3380  ","明泰            ","849,000","495,000","354,000",
" ","6505  ","台塑化          ","947,000","598,523","348,477",
" ",="006206","元大上證50      ","340,000","0","340,000",
" ","6192  ","巨路            ","382,000","46,000","336,000",
" ","3034  ","聯詠            ","1,514,000","1,184,000","330,000",
" ","2360  ","致茂            ","858,000","553,093","304,907",
" ","5522  ","遠雄            ","470,000","175,000","295,000",
"*","2395  ","研華            ","1,688,000","1,400,000","288,000",
" ",="006207","FH滬深          ","287,000","0","287,000",
" ","3686  ","達能            ","279,670","0","279,670",
" ","8105  ","凌巨            ","773,000","500,000","273,000",
" ","1802  ","台玻            ","627,000","366,000","261,000",
" ","1905  ","華紙            ","294,000","40,000","254,000",
