"106年07月26日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2337  ","旺宏            ","6,227,000","0","6,227,000",
" ","1312  ","國喬            ","2,013,000","0","2,013,000",
" ","2439  ","美律            ","1,487,000","0","1,487,000",
" ","1605  ","華新            ","1,457,000","0","1,457,000",
" ","2454  ","聯發科          ","867,000","2,000","865,000",
" ","2421  ","建準            ","726,000","33,000","693,000",
" ","4919  ","新唐            ","686,000","0","686,000",
" ","2344  ","華邦電          ","670,000","0","670,000",
" ","2449  ","京元電子        ","644,000","0","644,000",
" ","2356  ","英業達          ","800,000","225,000","575,000",
" ","2481  ","強茂            ","500,000","0","500,000",
" ","3545  ","敦泰            ","482,000","0","482,000",
" ","1457  ","宜進            ","400,000","0","400,000",
" ","2104  ","中橡            ","400,000","0","400,000",
" ","3533  ","嘉澤            ","340,000","0","340,000",
" ","1102  ","亞泥            ","300,000","3,000","297,000",
" ","6456  ","GIS-KY          ","252,000","16,000","236,000",
" ","2327  ","國巨            ","207,000","0","207,000",
" ","3661  ","世芯-KY         ","200,000","0","200,000",
" ","4977  ","眾達-KY         ","170,000","5,800","164,200",
" ","5269  ","祥碩            ","181,000","20,000","161,000",
" ","6412  ","群電            ","147,000","0","147,000",
" ","2393  ","億光            ","140,000","0","140,000",
" ","5434  ","崇越            ","126,000","0","126,000",
" ","2382  ","廣達            ","128,000","4,000","124,000",
" ","2031  ","新光鋼          ","250,000","137,000","113,000",
" ","1532  ","勤美            ","110,000","0","110,000",
" ","6505  ","台塑化          ","110,000","2,000","108,000",
" ","6525  ","捷敏-KY         ","100,000","0","100,000",
" ","2881  ","富邦金          ","108,000","10,000","98,000",
" ","5871  ","中租-KY         ","81,000","0","81,000",
" ","1909  ","榮成            ","80,000","0","80,000",
" ","2458  ","義隆            ","70,000","0","70,000",
" ","4915  ","致伸            ","70,000","0","70,000",
" ","4904  ","遠傳            ","123,000","62,000","61,000",
" ","2867  ","三商壽          ","58,000","0","58,000",
" ","6271  ","同欣電          ","55,000","0","55,000",
" ","3443  ","創意            ","46,000","0","46,000",
" ","5388  ","中磊            ","114,000","76,000","38,000",
" ","3045  ","台灣大          ","33,000","2,000","31,000",
" ","2379  ","瑞昱            ","30,000","0","30,000",
" ","2748  ","雲品            ","30,000","0","30,000",
" ","4148  ","全宇生技-KY     ","30,000","0","30,000",
" ","4943  ","康控-KY         ","77,000","49,000","28,000",
" ","2239  ","英利-KY         ","21,000","0","21,000",
" ","9942  ","茂順            ","20,000","0","20,000",
" ","2231  ","為升            ","22,000","4,000","18,000",
" ","9904  ","寶成            ","22,000","4,000","18,000",
" ","1525  ","江申            ","15,000","0","15,000",
" ","6269  ","台郡            ","241,000","227,000","14,000",
" ","3653  ","健策            ","13,000","0","13,000",
" ","6414  ","樺漢            ","12,000","0","12,000",
" ","1592  ","英瑞-KY         ","10,000","0","10,000",
" ","3669  ","圓展            ","10,000","0","10,000",
" ","5284  ","jpp-KY          ","9,000","0","9,000",
" ","1589  ","永冠-KY         ","5,000","0","5,000",
" ","2912  ","統一超          ","5,000","2,000","3,000",
" ","2347  ","聯強            ","1,000","0","1,000",
" ","2610  ","華航            ","1,000","0","1,000",
" ","2618  ","長榮航          ","1,000","0","1,000",
" ","3231  ","緯創            ","1,000","0","1,000",
" ","3645  ","達邁            ","1,000","0","1,000",
" ","2303  ","聯電            ","2,000","4,767,000","-4,765,000",
" ","6239  ","力成            ","0","2,915,000","-2,915,000",
" ","2408  ","南亞科          ","0","1,201,000","-1,201,000",
" ","2891  ","中信金          ","2,000","1,071,709","-1,069,709",
" ","3003  ","健和興          ","0","1,022,000","-1,022,000",
" ","3481  ","群創            ","1,000","902,000","-901,000",
" ","2314  ","台揚            ","0","740,000","-740,000",
" ","2501  ","國建            ","0","720,000","-720,000",
" ","2603  ","長榮            ","1,000","660,000","-659,000",
" ","3702  ","大聯大          ","1,000","571,000","-570,000",
" ","2456  ","奇力新          ","0","537,000","-537,000",
" ","2204  ","中華            ","0","500,000","-500,000",
" ","2330  ","台積電          ","2,000","440,000","-438,000",
" ","1303  ","南亞            ","0","428,000","-428,000",
" ","1326  ","台化            ","0","417,000","-417,000",
" ","2615  ","萬海            ","0","414,000","-414,000",
" ","2312  ","金寶            ","0","400,000","-400,000",
" ","2892  ","第一金          ","1,000","371,000","-370,000",
" ","2317  ","鴻海            ","2,000","315,000","-313,000",
" ","2492  ","華新科          ","192,000","496,000","-304,000",
" ",="006206","元大上證50      ","0","300,000","-300,000",
" ","8150  ","南茂            ","0","300,000","-300,000",
