"106年08月18日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2610  ","華航            ","13,098,000","0","13,098,000",
" ","2603  ","長榮            ","3,376,000","310,000","3,066,000",
" ","2618  ","長榮航          ","2,084,000","0","2,084,000",
" ","2344  ","華邦電          ","1,500,000","215,000","1,285,000",
" ","2014  ","中鴻            ","1,200,000","0","1,200,000",
" ",="00636 ","國泰中國A50     ","1,000,000","0","1,000,000",
" ","2609  ","陽明            ","684,000","0","684,000",
" ","3532  ","台勝科          ","622,000","0","622,000",
" ","1101  ","台泥            ","521,000","0","521,000",
" ","3005  ","神基            ","400,000","24,000","376,000",
" ","3041  ","揚智            ","267,000","0","267,000",
" ","4919  ","新唐            ","231,000","20,000","211,000",
" ","2204  ","中華            ","200,000","0","200,000",
" ","4968  ","立積            ","200,000","0","200,000",
" ","2464  ","盟立            ","600,000","420,000","180,000",
" ","8105  ","凌巨            ","609,000","475,000","134,000",
" ","6525  ","捷敏-KY         ","125,000","0","125,000",
" ","6449  ","鈺邦            ","105,000","0","105,000",
" ","2881  ","富邦金          ","100,000","0","100,000",
" ","1568  ","倉佑            ","80,000","0","80,000",
" ","2615  ","萬海            ","78,000","0","78,000",
" ","3346  ","麗清            ","72,000","0","72,000",
" ","9941  ","裕融            ","71,000","0","71,000",
" ","3545  ","敦泰            ","57,000","0","57,000",
" ","1102  ","亞泥            ","75,000","20,000","55,000",
" ","6269  ","台郡            ","55,000","0","55,000",
" ","1605  ","華新            ","50,000","0","50,000",
" ","1909  ","榮成            ","122,000","80,000","42,000",
" ","4438  ","廣越            ","42,000","0","42,000",
" ","2748  ","雲品            ","41,000","0","41,000",
" ","3702  ","大聯大          ","36,000","0","36,000",
" ","1301  ","台塑            ","34,000","0","34,000",
" ","2231  ","為升            ","34,000","0","34,000",
" ","9939  ","宏全            ","30,000","0","30,000",
" ","2330  ","台積電          ","60,000","38,000","22,000",
" ","1817  ","凱撒衛          ","20,000","0","20,000",
" ","2325  ","矽品            ","20,000","0","20,000",
" ","8039  ","台虹            ","20,000","0","20,000",
" ","1476  ","儒鴻            ","16,000","0","16,000",
" ","3003  ","健和興          ","15,000","0","15,000",
" ","4552  ","力達-KY         ","25,000","10,000","15,000",
" ","9938  ","百和            ","37,000","22,000","15,000",
" ","4551  ","智伸科          ","20,000","6,000","14,000",
" ","5388  ","中磊            ","11,000","0","11,000",
" ","1532  ","勤美            ","10,000","0","10,000",
" ","6271  ","同欣電          ","10,000","0","10,000",
" ","2206  ","三陽工業        ","6,000","0","6,000",
" ","6409  ","旭隼            ","4,000","0","4,000",
" ","3008  ","大立光          ","2,000","0","2,000",
" ","4915  ","致伸            ","2,000","0","2,000",
" ","6176  ","瑞儀            ","2,000","0","2,000",
" ","6285  ","啟碁            ","2,000","0","2,000",
" ","9910  ","豐泰            ","2,000","0","2,000",
" ","2324  ","仁寶            ","1,000","0","1,000",
" ","2385  ","群光            ","1,000","0","1,000",
" ","2723  ","美食-KY         ","1,000","0","1,000",
" ","6452  ","康友-KY         ","1,000","0","1,000",
" ","2377  ","微星            ","44,000","673,000","-629,000",
" ","1708  ","東鹼            ","0","541,000","-541,000",
" ","3189  ","景碩            ","91,000","614,000","-523,000",
" ","2345  ","智邦            ","0","460,000","-460,000",
" ","4532  ","瑞智            ","0","450,000","-450,000",
" ","5871  ","中租-KY         ","0","395,000","-395,000",
" ","2492  ","華新科          ","0","368,000","-368,000",
" ","1262  ","綠悅-KY         ","0","326,700","-326,700",
" ","2352  ","佳世達          ","0","300,000","-300,000",
" ","5269  ","祥碩            ","0","270,000","-270,000",
" ","2382  ","廣達            ","0","257,000","-257,000",
" ","1704  ","榮化            ","0","250,000","-250,000",
" ","3450  ","聯鈞            ","0","242,000","-242,000",
" ","2308  ","台達電          ","14,000","251,000","-237,000",
" ","2317  ","鴻海            ","27,000","246,000","-219,000",
" ","1536  ","和大            ","0","200,000","-200,000",
" ","2485  ","兆赫            ","0","200,000","-200,000",
" ","2886  ","兆豐金          ","0","200,000","-200,000",
" ","2311  ","日月光          ","49,000","235,120","-186,120",
" ","2501  ","國建            ","0","177,000","-177,000",
" ","2412  ","中華電          ","0","175,000","-175,000",
" ","2731  ","雄獅            ","0","164,000","-164,000",
" ","2421  ","建準            ","0","150,000","-150,000",
" ","8016  ","矽創            ","0","150,000","-150,000",
" ","2882  ","國泰金          ","0","126,000","-126,000",
" ","2383  ","台光電          ","129,000","245,000","-116,000",
" ","2845  ","遠東銀          ","0","102,000","-102,000",
" ","2301  ","光寶科          ","0","101,000","-101,000",
" ","6239  ","力成            ","20,000","103,000","-83,000",
" ","1592  ","英瑞-KY         ","0","77,000","-77,000",
" ","2891  ","中信金          ","125,000","200,000","-75,000",
" ","1319  ","東陽            ","0","69,000","-69,000",
" ","4977  ","眾達-KY         ","0","64,980","-64,980",
