"106年06月26日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2317  ","鴻海            ","1,712,000","116,000","1,596,000",
" ","2337  ","旺宏            ","1,114,000","132,000","982,000",
" ","3481  ","群創            ","772,000","14,000","758,000",
" ","2303  ","聯電            ","519,000","18,000","501,000",
" ","4943  ","康控-KY         ","384,000","0","384,000",
" ","8404  ","百和興業-KY     ","476,000","102,000","374,000",
" ","1319  ","東陽            ","452,000","150,000","302,000",
" ","1444  ","力麗            ","250,000","0","250,000",
" ","2356  ","英業達          ","250,000","5,000","245,000",
" ","5288  ","豐祥-KY         ","239,000","0","239,000",
" ","9802  ","鈺齊-KY         ","206,000","0","206,000",
" ","2105  ","正新            ","200,000","0","200,000",
" ","3005  ","神基            ","172,000","0","172,000",
" ","4532  ","瑞智            ","250,000","82,000","168,000",
" ","1303  ","南亞            ","330,000","167,000","163,000",
" ","1707  ","葡萄王          ","155,000","0","155,000",
" ","1476  ","儒鴻            ","151,000","0","151,000",
" ","2421  ","建準            ","150,000","0","150,000",
" ","3189  ","景碩            ","146,000","1,000","145,000",
" ","8464  ","億豐            ","142,000","0","142,000",
" ","1702  ","南僑            ","130,000","0","130,000",
" ","4438  ","廣越            ","124,000","0","124,000",
" ","2748  ","雲品            ","110,000","0","110,000",
" ","1477  ","聚陽            ","100,000","0","100,000",
" ","1568  ","倉佑            ","100,000","0","100,000",
" ","2367  ","燿華            ","100,000","0","100,000",
" ","8112  ","至上            ","100,000","0","100,000",
" ","1216  ","統一            ","100,000","8,000","92,000",
" ","2456  ","奇力新          ","100,000","8,000","92,000",
" ","4746  ","台耀            ","92,000","0","92,000",
" ","6239  ","力成            ","90,000","1,000","89,000",
" ","1605  ","華新            ","88,000","0","88,000",
" ","3450  ","聯鈞            ","82,000","12,000","70,000",
" ","2449  ","京元電子        ","110,000","42,000","68,000",
" ","1326  ","台化            ","60,000","8,000","52,000",
" ","2327  ","國巨            ","40,000","0","40,000",
" ","6414  ","樺漢            ","39,000","0","39,000",
" ","5264  ","鎧勝-KY         ","35,000","0","35,000",
" ","1558  ","伸興            ","32,000","0","32,000",
" ","3533  ","嘉澤            ","30,000","0","30,000",
" ","8341  ","日友            ","24,000","0","24,000",
" ","2231  ","為升            ","28,000","5,000","23,000",
" ","2723  ","美食-KY         ","23,000","0","23,000",
" ","3443  ","創意            ","23,000","0","23,000",
" ","3669  ","圓展            ","20,000","0","20,000",
" ","6456  ","GIS-KY          ","37,000","18,000","19,000",
" ","3515  ","華擎            ","15,000","0","15,000",
" ","5871  ","中租-KY         ","40,000","26,000","14,000",
" ","2207  ","和泰車          ","10,000","1,000","9,000",
" ","2330  ","台積電          ","72,000","66,000","6,000",
" ","2324  ","仁寶            ","0","674,000","-674,000",
" ","2344  ","華邦電          ","0","658,000","-658,000",
" ","3706  ","神達            ","0","623,000","-623,000",
" ","2492  ","華新科          ","100,000","701,000","-601,000",
" ","2474  ","可成            ","0","514,000","-514,000",
" ",="00631L","元大台灣50正2   ","0","443,000","-443,000",
" ","2345  ","智邦            ","0","343,000","-343,000",
" ",="00675L","富邦臺灣加權正2 ","0","246,000","-246,000",
" ","6269  ","台郡            ","0","211,000","-211,000",
" ","3036  ","文曄            ","0","200,000","-200,000",
" ","1515  ","力山            ","0","170,000","-170,000",
" ","3045  ","台灣大          ","0","157,000","-157,000",
" ","2439  ","美律            ","0","147,000","-147,000",
" ","1723  ","中碳            ","0","130,000","-130,000",
" ","4958  ","臻鼎-KY         ","0","129,000","-129,000",
" ","6196  ","帆宣            ","0","128,000","-128,000",
" ","2823  ","中壽            ","0","121,000","-121,000",
" ","6412  ","群電            ","125,000","245,000","-120,000",
" ","9921  ","巨大            ","0","117,000","-117,000",
" ",="00663L","國泰臺灣加權正2 ","0","114,000","-114,000",
" ","6230  ","超眾            ","0","106,000","-106,000",
" ","6285  ","啟碁            ","0","105,000","-105,000",
" ","5305  ","敦南            ","0","100,000","-100,000",
" ","2311  ","日月光          ","0","95,246","-95,246",
" ","2354  ","鴻準            ","22,000","117,000","-95,000",
" ","3532  ","台勝科          ","0","90,000","-90,000",
" ","1589  ","永冠-KY         ","0","81,000","-81,000",
" ","2308  ","台達電          ","0","78,000","-78,000",
" ","1307  ","三芳            ","0","71,070","-71,070",
" ","4968  ","立積            ","60,000","129,000","-69,000",
" ","1590  ","亞德客-KY       ","15,000","83,000","-68,000",
" ","2448  ","晶電            ","0","68,000","-68,000",
" ","6505  ","台塑化          ","0","65,000","-65,000",
" ","9938  ","百和            ","115,000","176,000","-61,000",
" ","6451  ","訊芯-KY         ","0","60,000","-60,000",
" ","3346  ","麗清            ","0","58,000","-58,000",
" ","1104  ","環泥            ","0","57,000","-57,000",
" ","2912  ","統一超          ","0","55,000","-55,000",
" ","1102  ","亞泥            ","0","53,000","-53,000",
" ","1101  ","台泥            ","0","50,000","-50,000",
" ","1215  ","卜蜂            ","0","50,000","-50,000",
" ","2313  ","華通            ","0","50,000","-50,000",
" ","2115  ","六暉-KY         ","0","40,000","-40,000",
" ","2420  ","新巨            ","0","40,000","-40,000",
" ","5234  ","達興材料        ","0","40,000","-40,000",
" ","5388  ","中磊            ","0","40,000","-40,000",
" ","4938  ","和碩            ","0","39,000","-39,000",
" ","2397  ","友通            ","0","34,000","-34,000",
" ","2882  ","國泰金          ","0","34,000","-34,000",
" ","4552  ","力達-KY         ","0","30,000","-30,000",
" ","8016  ","矽創            ","0","30,000","-30,000",
" ","2891  ","中信金          ","0","27,000","-27,000",
" ","3034  ","聯詠            ","0","26,000","-26,000",
" ","6277  ","宏正            ","0","25,000","-25,000",
" ","9942  ","茂順            ","0","24,000","-24,000",
" ","4137  ","麗豐-KY         ","0","23,000","-23,000",
" ","2002  ","中鋼            ","0","22,000","-22,000",
" ","2883  ","開發金          ","0","21,000","-21,000",
" ",="00637L","元大滬深300正2  ","0","20,000","-20,000",
" ","2314  ","台揚            ","0","20,000","-20,000",
" ","2412  ","中華電          ","0","18,000","-18,000",
" ","2885  ","元大金          ","0","17,000","-17,000",
" ","2892  ","第一金          ","0","17,000","-17,000",
" ","4551  ","智伸科          ","0","16,000","-16,000",
" ","5880  ","合庫金          ","0","16,000","-16,000",
" ","6504  ","南六            ","0","16,000","-16,000",
" ","2880  ","華南金          ","0","15,000","-15,000",
" ","2888  ","新光金          ","0","15,000","-15,000",
" ","2890  ","永豐金          ","0","15,000","-15,000",
" ","2409  ","友達            ","0","14,000","-14,000",
" ","2881  ","富邦金          ","0","14,000","-14,000",
" ","2887  ","台新金          ","0","14,000","-14,000",
" ","2801  ","彰銀            ","0","13,000","-13,000",
" ","2884  ","玉山金          ","0","13,000","-13,000",
" ","2379  ","瑞昱            ","0","12,000","-12,000",
" ","2357  ","華碩            ","0","11,000","-11,000",
" ","2834  ","臺企銀          ","0","9,000","-9,000",
" ","2610  ","華航            ","0","8,000","-8,000",
" ","1402  ","遠東新          ","0","7,000","-7,000",
" ","6271  ","同欣電          ","60,000","67,000","-7,000",
" ","2382  ","廣達            ","0","6,000","-6,000",
" ","2618  ","長榮航          ","0","6,000","-6,000",
" ","2383  ","台光電          ","50,000","55,000","-5,000",
" ","2845  ","遠東銀          ","0","5,000","-5,000",
" ","4904  ","遠傳            ","0","5,000","-5,000",
" ","4977  ","眾達-KY         ","0","5,000","-5,000",
" ","2325  ","矽品            ","0","4,000","-4,000",
" ","2408  ","南亞科          ","0","4,000","-4,000",
" ","2812  ","台中銀          ","0","4,000","-4,000",
" ","2838  ","聯邦銀          ","0","4,000","-4,000",
" ","2889  ","國票金          ","0","4,000","-4,000",
" ","3231  ","緯創            ","0","4,000","-4,000",
" ","9904  ","寶成            ","0","4,000","-4,000",
" ","2201  ","裕隆            ","0","3,000","-3,000",
" ","2301  ","光寶科          ","0","3,000","-3,000",
" ","2352  ","佳世達          ","0","3,000","-3,000",
" ","2395  ","研華            ","0","3,000","-3,000",
" ","2454  ","聯發科          ","0","3,000","-3,000",
" ","2615  ","萬海            ","0","3,000","-3,000",
" ","3702  ","大聯大          ","0","3,000","-3,000",
" ","1434  ","福懋            ","0","2,000","-2,000",
" ","2204  ","中華            ","0","2,000","-2,000",
" ","2501  ","國建            ","0","2,000","-2,000",
" ","2607  ","榮運            ","0","2,000","-2,000",
" ","2809  ","京城銀          ","0","2,000","-2,000",
" ","2820  ","華票            ","0","2,000","-2,000",
" ","2856  ","元富證          ","0","2,000","-2,000",
" ","2867  ","三商壽          ","0","2,000","-2,000",
" ","1301  ","台塑            ","94,000","95,000","-1,000",
" ","1722  ","台肥            ","0","1,000","-1,000",
" ","2227  ","裕日車          ","0","1,000","-1,000",
" ","2377  ","微星            ","0","1,000","-1,000",
" ","2385  ","群光            ","0","1,000","-1,000",
" ","2634  ","漢翔            ","0","1,000","-1,000",
" ","2832  ","台產            ","0","1,000","-1,000",
" ","3008  ","大立光          ","0","1,000","-1,000",
" ","3017  ","奇鋐            ","0","1,000","-1,000",
" ","3023  ","信邦            ","0","1,000","-1,000",
" ","3376  ","新日興          ","85,000","86,000","-1,000",
" ","5521  ","工信            ","0","1,000","-1,000",
" ","9933  ","中鼎            ","0","1,000","-1,000",
" ","5269  ","祥碩            ","15,000","15,000","0",
"說明:"
"投信表示本國投資信託基金。"
"＊表示該證券今日有鉅額交易。"
"本統計資訊含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

