"106年05月24日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","8105  ","凌巨            ","1,672,000","484,000","1,188,000",
" ","2324  ","仁寶            ","1,000,000","0","1,000,000",
" ","9934  ","成霖            ","1,000,000","0","1,000,000",
" ","2314  ","台揚            ","854,000","0","854,000",
" ","2492  ","華新科          ","930,000","368,000","562,000",
" ","2327  ","國巨            ","492,000","42,000","450,000",
" ","3189  ","景碩            ","400,000","0","400,000",
" ","9941  ","裕融            ","311,000","0","311,000",
" ","2351  ","順德            ","307,000","0","307,000",
" ","1216  ","統一            ","220,000","0","220,000",
" ","2344  ","華邦電          ","209,000","0","209,000",
" ","3032  ","偉訓            ","200,000","0","200,000",
" ","1723  ","中碳            ","185,000","0","185,000",
" ","2723  ","美食-KY         ","162,000","0","162,000",
" ","2474  ","可成            ","120,000","0","120,000",
" ","8341  ","日友            ","114,000","0","114,000",
" ","2454  ","聯發科          ","105,000","5,000","100,000",
" ","5871  ","中租-KY         ","100,000","0","100,000",
" ","8016  ","矽創            ","100,000","0","100,000",
" ","5269  ","祥碩            ","90,000","9,000","81,000",
" ","2449  ","京元電子        ","80,000","0","80,000",
" ","1568  ","倉佑            ","77,000","0","77,000",
" ","1590  ","亞德客-KY       ","100,000","23,000","77,000",
" ","2886  ","兆豐金          ","69,000","0","69,000",
" ","4919  ","新唐            ","50,000","0","50,000",
" ","6456  ","GIS-KY          ","49,000","0","49,000",
" ","3346  ","麗清            ","43,000","0","43,000",
" ","2748  ","雲品            ","40,000","0","40,000",
" ","2023  ","燁輝            ","39,000","0","39,000",
" ","1476  ","儒鴻            ","38,000","0","38,000",
" ","6239  ","力成            ","112,000","74,000","38,000",
" ","2227  ","裕日車          ","37,000","0","37,000",
" ","2228  ","劍麟            ","36,000","0","36,000",
" ","2049  ","上銀            ","35,000","0","35,000",
" ","1262  ","綠悅-KY         ","30,000","0","30,000",
" ","5264  ","鎧勝-KY         ","35,000","10,000","25,000",
" ","3665  ","貿聯-KY         ","22,000","0","22,000",
" ","3376  ","新日興          ","20,000","0","20,000",
" ","6414  ","樺漢            ","20,000","0","20,000",
" ","2231  ","為升            ","19,000","0","19,000",
" ","3045  ","台灣大          ","18,000","0","18,000",
" ","5288  ","豐祥-KY         ","13,000","0","13,000",
" ","5284  ","jpp-KY          ","5,000","0","5,000",
" ","9905  ","大華            ","5,000","0","5,000",
" ","3008  ","大立光          ","5,000","2,000","3,000",
" ","1525  ","江申            ","125,000","123,000","2,000",
" ","4968  ","立積            ","21,000","19,000","2,000",
" ","2345  ","智邦            ","0","1,334,000","-1,334,000",
" ","3481  ","群創            ","270,000","666,000","-396,000",
