"106年05月22日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","8105  ","凌巨            ","1,350,000","0","1,350,000",
" ","9934  ","成霖            ","484,000","0","484,000",
" ","1215  ","卜蜂            ","480,000","0","480,000",
" ","9941  ","裕融            ","433,000","0","433,000",
" ","5264  ","鎧勝-KY         ","413,000","2,469","410,531",
" ","3481  ","群創            ","300,000","4,000","296,000",
" ","1568  ","倉佑            ","284,000","0","284,000",
" ","2317  ","鴻海            ","395,000","113,000","282,000",
" ","2474  ","可成            ","184,000","0","184,000",
" ","2314  ","台揚            ","174,000","0","174,000",
" ","2377  ","微星            ","310,000","140,000","170,000",
" ","4551  ","智伸科          ","180,000","12,000","168,000",
" ","6271  ","同欣電          ","167,000","0","167,000",
" ","4919  ","新唐            ","161,000","0","161,000",
" ","1262  ","綠悅-KY         ","156,000","0","156,000",
" ","6269  ","台郡            ","161,000","8,000","153,000",
" ","3032  ","偉訓            ","150,000","0","150,000",
" ","2351  ","順德            ","146,000","0","146,000",
" ","5871  ","中租-KY         ","144,000","0","144,000",
" ","1536  ","和大            ","132,000","0","132,000",
" ","6451  ","訊芯-KY         ","122,000","0","122,000",
" ","2603  ","長榮            ","100,000","0","100,000",
" ","3533  ","嘉澤            ","100,000","0","100,000",
" ","2404  ","漢唐            ","82,000","0","82,000",
" ","6456  ","GIS-KY          ","135,000","53,000","82,000",
" ","2456  ","奇力新          ","80,000","0","80,000",
" ","3003  ","健和興          ","77,000","0","77,000",
" ","3034  ","聯詠            ","70,000","0","70,000",
" ","2337  ","旺宏            ","68,000","0","68,000",
" ","4532  ","瑞智            ","60,000","0","60,000",
" ","1305  ","華夏            ","50,000","0","50,000",
" ","5434  ","崇越            ","45,000","0","45,000",
" ","2727  ","王品            ","41,000","0","41,000",
" ","2344  ","華邦電          ","40,000","0","40,000",
" ","6525  ","捷敏-KY         ","40,000","0","40,000",
" ","9945  ","潤泰新          ","31,000","0","31,000",
" ","2049  ","上銀            ","30,000","0","30,000",
" ","1476  ","儒鴻            ","30,000","1,000","29,000",
" ","1525  ","江申            ","71,000","44,000","27,000",
" ","6415  ","矽力-KY         ","25,000","1,000","24,000",
" ","2308  ","台達電          ","24,000","3,000","21,000",
" ","4906  ","正文            ","21,000","0","21,000",
" ","1227  ","佳格            ","14,000","0","14,000",
" ","2912  ","統一超          ","14,000","1,000","13,000",
" ","2227  ","裕日車          ","12,000","0","12,000",
" ","4977  ","眾達-KY         ","12,000","0","12,000",
" ","1216  ","統一            ","11,000","0","11,000",
" ","2330  ","台積電          ","65,000","54,000","11,000",
" ","2881  ","富邦金          ","10,000","2,000","8,000",
" ","3376  ","新日興          ","10,000","2,098","7,902",
" ","8464  ","億豐            ","6,000","0","6,000",
" ","2915  ","潤泰全          ","21,000","17,000","4,000",
" ","2882  ","國泰金          ","10,000","2,374,000","-2,364,000",
" ","2885  ","元大金          ","0","2,182,000","-2,182,000",
" ","2311  ","日月光          ","0","1,856,718","-1,856,718",
" ","3380  ","明泰            ","0","1,325,000","-1,325,000",
" ","1802  ","台玻            ","0","1,221,000","-1,221,000",
" ","3231  ","緯創            ","0","898,000","-898,000",
" ","1301  ","台塑            ","0","509,000","-509,000",
" ","6505  ","台塑化          ","0","420,000","-420,000",
" ","1326  ","台化            ","0","341,000","-341,000",
" ","3661  ","世芯-KY         ","0","321,000","-321,000",
" ","1303  ","南亞            ","0","229,009","-229,009",
" ","2345  ","智邦            ","0","217,000","-217,000",
" ","3042  ","晶技            ","0","188,000","-188,000",
" ","2823  ","中壽            ","0","170,000","-170,000",
" ","2412  ","中華電          ","0","150,000","-150,000",
" ","1312  ","國喬            ","0","141,000","-141,000",
" ","4746  ","台耀            ","0","125,000","-125,000",
" ","3023  ","信邦            ","0","115,517","-115,517",
" ","3346  ","麗清            ","0","115,000","-115,000",
" ","1704  ","榮化            ","0","100,000","-100,000",
" ","2501  ","國建            ","0","100,000","-100,000",
" ","8016  ","矽創            ","0","100,000","-100,000",
" ","8081  ","致新            ","0","95,000","-95,000",
" ","3413  ","京鼎            ","0","93,000","-93,000",
" ","3189  ","景碩            ","0","90,000","-90,000",
" ","9911  ","櫻花            ","0","80,000","-80,000",
" ","2448  ","晶電            ","0","71,000","-71,000",
" ","9938  ","百和            ","5,000","74,000","-69,000",
" ","2439  ","美律            ","0","65,000","-65,000",
" ","2379  ","瑞昱            ","0","56,000","-56,000",
" ","2428  ","興勤            ","0","50,000","-50,000",
" ","2449  ","京元電子        ","0","50,000","-50,000",
" ","4958  ","臻鼎-KY         ","0","50,000","-50,000",
" ","2408  ","南亞科          ","0","40,000","-40,000",
" ","1589  ","永冠-KY         ","0","33,000","-33,000",
" ","4938  ","和碩            ","0","32,000","-32,000",
" ","1909  ","榮成            ","0","30,000","-30,000",
" ","3617  ","碩天            ","0","27,000","-27,000",
" ","1537  ","廣隆            ","0","25,000","-25,000",
" ","4943  ","康控-KY         ","0","25,000","-25,000",
" ","2327  ","國巨            ","25,000","49,000","-24,000",
" ","2492  ","華新科          ","25,000","40,000","-15,000",
" ","2105  ","正新            ","0","12,000","-12,000",
" ","4968  ","立積            ","27,000","39,000","-12,000",
" ","9802  ","鈺齊-KY         ","0","10,000","-10,000",
" ","2236  ","百達-KY         ","0","9,000","-9,000",
" ","2891  ","中信金          ","0","8,000","-8,000",
" ","1590  ","亞德客-KY       ","26,000","33,000","-7,000",
" ","2883  ","開發金          ","0","6,000","-6,000",
" ","3665  ","貿聯-KY         ","0","6,000","-6,000",
" ","6281  ","全國電          ","0","6,000","-6,000",
" ","2002  ","中鋼            ","0","5,000","-5,000",
" ","2303  ","聯電            ","0","5,000","-5,000",
" ","2890  ","永豐金          ","0","5,000","-5,000",
" ","8341  ","日友            ","0","5,000","-5,000",
" ","1473  ","台南            ","0","4,000","-4,000",
" ","2886  ","兆豐金          ","0","4,000","-4,000",
" ","2887  ","台新金          ","0","4,000","-4,000",
" ","2888  ","新光金          ","0","4,000","-4,000",
" ","2892  ","第一金          ","0","4,000","-4,000",
" ","2409  ","友達            ","0","3,000","-3,000",
" ","2880  ","華南金          ","0","3,000","-3,000",
" ","2884  ","玉山金          ","0","3,000","-3,000",
" ","5880  ","合庫金          ","0","3,000","-3,000",
" ","1402  ","遠東新          ","0","2,000","-2,000",
" ","2324  ","仁寶            ","0","2,000","-2,000",
" ","2801  ","彰銀            ","0","2,000","-2,000",
" ","2231  ","為升            ","0","1,514","-1,514",
" ","1101  ","台泥            ","0","1,000","-1,000",
" ","1102  ","亞泥            ","0","1,000","-1,000",
" ","2301  ","光寶科          ","0","1,000","-1,000",
