"106年06月02日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2337  ","旺宏            ","11,495,000","0","11,495,000",
" ","2313  ","華通            ","736,000","0","736,000",
" ","3706  ","神達            ","470,000","0","470,000",
" ","3653  ","健策            ","463,000","0","463,000",
" ","2352  ","佳世達          ","624,000","177,000","447,000",
" ","2204  ","中華            ","505,000","59,000","446,000",
" ","4919  ","新唐            ","418,000","0","418,000",
" ","1476  ","儒鴻            ","415,000","0","415,000",
" ","1305  ","華夏            ","360,000","0","360,000",
" ","3003  ","健和興          ","336,000","0","336,000",
" ",="00633L","富邦上証正2     ","323,000","0","323,000",
" ","2492  ","華新科          ","526,000","205,000","321,000",
" ","1909  ","榮成            ","316,000","0","316,000",
" ","1560  ","中砂            ","263,000","0","263,000",
" ","2428  ","興勤            ","214,000","0","214,000",
" ","9933  ","中鼎            ","180,000","3,000","177,000",
" ","1101  ","台泥            ","150,000","0","150,000",
" ","6176  ","瑞儀            ","141,000","1,000","140,000",
" ","8341  ","日友            ","130,000","0","130,000",
" ","3533  ","嘉澤            ","269,000","141,000","128,000",
" ","2454  ","聯發科          ","132,000","6,000","126,000",
" ","1262  ","綠悅-KY         ","121,000","0","121,000",
" ","2439  ","美律            ","163,000","42,000","121,000",
" ","2227  ","裕日車          ","110,000","1,000","109,000",
" ","2603  ","長榮            ","166,000","75,000","91,000",
" ","3023  ","信邦            ","86,000","1,000","85,000",
" ","2314  ","台揚            ","83,000","0","83,000",
" ","5264  ","鎧勝-KY         ","79,000","0","79,000",
" ","2456  ","奇力新          ","92,000","15,000","77,000",
" ","8105  ","凌巨            ","68,000","0","68,000",
" ","3481  ","群創            ","100,000","37,000","63,000",
" ","2393  ","億光            ","60,000","0","60,000",
" ","6456  ","GIS-KY          ","158,000","98,000","60,000",
" ","2448  ","晶電            ","436,000","391,000","45,000",
" ","5305  ","敦南            ","45,000","0","45,000",
" ","2474  ","可成            ","40,000","0","40,000",
" ","2723  ","美食-KY         ","37,000","0","37,000",
" ","5288  ","豐祥-KY         ","35,000","0","35,000",
" ","3376  ","新日興          ","33,000","0","33,000",
" ","6206  ","飛捷            ","30,000","0","30,000",
" ","2748  ","雲品            ","28,000","0","28,000",
" ","8422  ","可寧衛          ","25,000","0","25,000",
" ","2886  ","兆豐金          ","303,000","279,000","24,000",
" ","2231  ","為升            ","23,000","0","23,000",
" ","3034  ","聯詠            ","25,000","3,000","22,000",
" ","1477  ","聚陽            ","20,000","0","20,000",
" ","4763  ","材料-KY         ","20,000","0","20,000",
" ","9938  ","百和            ","18,000","0","18,000",
" ","8114  ","振樺電          ","16,000","0","16,000",
" ","4968  ","立積            ","15,000","0","15,000",
" ","8464  ","億豐            ","15,000","0","15,000",
" ","1702  ","南僑            ","10,000","0","10,000",
" ","2239  ","英利-KY         ","10,000","0","10,000",
" ","4977  ","眾達-KY         ","9,000","0","9,000",
" ","4557  ","永新-KY         ","8,000","0","8,000",
" ","5434  ","崇越            ","5,000","0","5,000",
" ","3443  ","創意            ","5,000","1,000","4,000",
" ","4438  ","廣越            ","15,000","14,000","1,000",
" ","2344  ","華邦電          ","2,125,000","3,377,000","-1,252,000",
" ","2882  ","國泰金          ","0","1,134,000","-1,134,000",
" ","2345  ","智邦            ","0","607,000","-607,000",
" ","6285  ","啟碁            ","0","533,000","-533,000",
" ","6239  ","力成            ","0","510,000","-510,000",
" ","1301  ","台塑            ","0","445,000","-445,000",
" ","6213  ","聯茂            ","0","433,000","-433,000",
" ","2449  ","京元電子        ","0","420,000","-420,000",
" ","6412  ","群電            ","0","410,000","-410,000",
" ","2002  ","中鋼            ","0","361,000","-361,000",
" ","1704  ","榮化            ","0","338,000","-338,000",
" ","1326  ","台化            ","0","322,000","-322,000",
" ","2881  ","富邦金          ","0","317,000","-317,000",
" ","1319  ","東陽            ","15,000","325,000","-310,000",
" ","1905  ","華紙            ","0","300,000","-300,000",
" ","2887  ","台新金          ","0","271,000","-271,000",
" ","2915  ","潤泰全          ","0","233,000","-233,000",
" ","2311  ","日月光          ","0","223,000","-223,000",
" ","8016  ","矽創            ","0","203,000","-203,000",
" ","4746  ","台耀            ","0","202,000","-202,000",
" ","1802  ","台玻            ","0","200,000","-200,000",
" ","2104  ","中橡            ","0","200,000","-200,000",
" ","2457  ","飛宏            ","0","200,000","-200,000",
" ","6196  ","帆宣            ","0","200,000","-200,000",
" ","6505  ","台塑化          ","0","187,000","-187,000",
" ","6271  ","同欣電          ","9,000","191,000","-182,000",
" ","6269  ","台郡            ","50,000","224,000","-174,000",
" ","2382  ","廣達            ","0","159,000","-159,000",
" ","9945  ","潤泰新          ","0","119,000","-119,000",
" ","2351  ","順德            ","140,000","250,000","-110,000",
" ","4938  ","和碩            ","50,000","160,000","-110,000",
" ","3413  ","京鼎            ","0","105,000","-105,000",
" ","9911  ","櫻花            ","0","101,000","-101,000",
" ","2419  ","仲琦            ","0","100,000","-100,000",
" ","3036  ","文曄            ","0","100,000","-100,000",
" ","2317  ","鴻海            ","19,000","113,000","-94,000",
" ","2891  ","中信金          ","0","75,000","-75,000",
" ","1215  ","卜蜂            ","0","70,000","-70,000",
" ","2330  ","台積電          ","68,000","131,000","-63,000",
" ","4915  ","致伸            ","0","63,000","-63,000",
" ","8070  ","長華            ","0","60,000","-60,000",
" ","2383  ","台光電          ","0","59,000","-59,000",
" ","1303  ","南亞            ","0","56,000","-56,000",
" ","2883  ","開發金          ","0","56,000","-56,000",
" ","3380  ","明泰            ","0","53,000","-53,000",
" ","2228  ","劍麟            ","0","52,000","-52,000",
" ","2303  ","聯電            ","0","47,000","-47,000",
" ","2885  ","元大金          ","0","47,000","-47,000",
" ","2892  ","第一金          ","0","46,000","-46,000",
" ","5880  ","合庫金          ","0","46,000","-46,000",
" ","2890  ","永豐金          ","0","42,000","-42,000",
" ","3450  ","聯鈞            ","50,000","92,000","-42,000",
" ","2880  ","華南金          ","0","41,000","-41,000",
" ","1590  ","亞德客-KY       ","10,000","50,000","-40,000",
" ","2397  ","友通            ","0","40,000","-40,000",
" ","2888  ","新光金          ","0","39,000","-39,000",
" ","1525  ","江申            ","105,000","143,380","-38,380",
" ","2409  ","友達            ","0","38,000","-38,000",
" ","2884  ","玉山金          ","0","37,000","-37,000",
" ","3532  ","台勝科          ","0","36,000","-36,000",
" ","2801  ","彰銀            ","0","35,000","-35,000",
" ","8081  ","致新            ","0","35,000","-35,000",
" ","3346  ","麗清            ","0","34,000","-34,000",
" ","2412  ","中華電          ","0","32,000","-32,000",
" ","6414  ","樺漢            ","0","24,000","-24,000",
" ","2015  ","豐興            ","0","23,000","-23,000",
" ","2834  ","臺企銀          ","0","23,000","-23,000",
" ","1216  ","統一            ","0","22,000","-22,000",
" ","3044  ","健鼎            ","0","22,000","-22,000",
" ","8404  ","百和興業-KY     ","0","22,000","-22,000",
" ","1402  ","遠東新          ","0","21,000","-21,000",
" ","2610  ","華航            ","0","21,000","-21,000",
" ","2115  ","六暉-KY         ","0","20,000","-20,000",
" ","5234  ","達興材料        ","0","20,000","-20,000",
" ","2324  ","仁寶            ","0","17,000","-17,000",
" ","2354  ","鴻準            ","38,000","55,000","-17,000",
" ","3702  ","大聯大          ","60,000","76,000","-16,000",
" ","2618  ","長榮航          ","0","15,000","-15,000",
" ","2356  ","英業達          ","0","14,000","-14,000",
" ","1102  ","亞泥            ","0","13,000","-13,000",
" ","1537  ","廣隆            ","48,000","61,000","-13,000",
