"106年08月10日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2881  ","富邦金          ","5,513,000","0","5,513,000",
" ","2886  ","兆豐金          ","2,409,000","500,000","1,909,000",
" ","1312  ","國喬            ","1,423,000","550,000","873,000",
" ","2412  ","中華電          ","838,000","0","838,000",
" ","2337  ","旺宏            ","1,000,000","216,000","784,000",
" ","3041  ","揚智            ","630,000","0","630,000",
" ","6116  ","彩晶            ","500,000","0","500,000",
" ","9934  ","成霖            ","500,000","0","500,000",
" ","2352  ","佳世達          ","488,000","0","488,000",
" ","4958  ","臻鼎-KY         ","394,000","0","394,000",
" ","8404  ","百和興業-KY     ","330,000","0","330,000",
" ","1605  ","華新            ","300,000","0","300,000",
" ","3036  ","文曄            ","280,000","0","280,000",
" ","6271  ","同欣電          ","296,000","51,000","245,000",
" ","2354  ","鴻準            ","233,000","0","233,000",
" ","2105  ","正新            ","201,000","0","201,000",
" ","2204  ","中華            ","200,000","0","200,000",
" ","6505  ","台塑化          ","176,000","0","176,000",
" ","1305  ","華夏            ","170,000","0","170,000",
" ","6257  ","矽格            ","145,000","0","145,000",
" ","2351  ","順德            ","143,000","0","143,000",
" ","1216  ","統一            ","135,000","0","135,000",
" ","1568  ","倉佑            ","133,000","0","133,000",
" ","1476  ","儒鴻            ","149,000","32,000","117,000",
" ","3189  ","景碩            ","117,000","0","117,000",
" ","2382  ","廣達            ","109,000","0","109,000",
" ","2014  ","中鴻            ","100,000","0","100,000",
" ","6525  ","捷敏-KY         ","100,000","0","100,000",
" ","2606  ","裕民            ","93,000","0","93,000",
" ","2609  ","陽明            ","89,000","0","89,000",
" ","3545  ","敦泰            ","87,000","0","87,000",
" ","2883  ","開發金          ","83,000","0","83,000",
" ","1477  ","聚陽            ","76,000","0","76,000",
" ","3533  ","嘉澤            ","155,000","85,000","70,000",
" ","2748  ","雲品            ","68,000","0","68,000",
" ","2449  ","京元電子        ","67,000","0","67,000",
" ","1303  ","南亞            ","61,000","0","61,000",
" ","2409  ","友達            ","57,000","0","57,000",
" ","1101  ","台泥            ","54,000","0","54,000",
" ","1527  ","鑽全            ","50,000","0","50,000",
" ","1532  ","勤美            ","50,000","0","50,000",
" ","8150  ","南茂            ","47,000","0","47,000",
" ","5284  ","jpp-KY          ","40,000","0","40,000",
" ","2891  ","中信金          ","36,000","0","36,000",
" ","3481  ","群創            ","36,000","0","36,000",
" ","1525  ","江申            ","34,000","0","34,000",
" ","6531  ","愛普            ","30,000","0","30,000",
" ","4438  ","廣越            ","52,000","24,000","28,000",
" ","2356  ","英業達          ","25,000","0","25,000",
" ","2324  ","仁寶            ","24,000","0","24,000",
" ","2885  ","元大金          ","22,000","0","22,000",
" ","2890  ","永豐金          ","20,000","0","20,000",
" ","9802  ","鈺齊-KY         ","20,000","0","20,000",
" ","2887  ","台新金          ","19,000","0","19,000",
" ","2542  ","興富發          ","18,000","0","18,000",
" ","2049  ","上銀            ","137,000","120,000","17,000",
" ","2884  ","玉山金          ","17,000","0","17,000",
" ","2892  ","第一金          ","17,000","0","17,000",
" ","2376  ","技嘉            ","15,000","0","15,000",
" ","2474  ","可成            ","38,000","23,000","15,000",
" ","2888  ","新光金          ","15,000","0","15,000",
" ","5880  ","合庫金          ","15,000","0","15,000",
" ","2347  ","聯強            ","14,000","0","14,000",
" ","3231  ","緯創            ","14,000","0","14,000",
" ","2723  ","美食-KY         ","13,000","0","13,000",
" ","2880  ","華南金          ","13,000","0","13,000",
" ","2301  ","光寶科          ","10,000","0","10,000",
" ","9910  ","豐泰            ","10,000","0","10,000",
" ","4968  ","立積            ","9,000","0","9,000",
" ","2325  ","矽品            ","8,000","0","8,000",
" ","8466  ","美吉吉-KY       ","8,000","0","8,000",
" ","2454  ","聯發科          ","7,000","0","7,000",
" ","2801  ","彰銀            ","7,000","0","7,000",
" ","2823  ","中壽            ","7,000","0","7,000",
" ","2834  ","臺企銀          ","7,000","0","7,000",
" ","2385  ","群光            ","6,000","0","6,000",
" ","4927  ","泰鼎-KY         ","6,000","0","6,000",
" ","2451  ","創見            ","4,000","0","4,000",
" ","3034  ","聯詠            ","4,000","0","4,000",
" ","2002  ","中鋼            ","2,000","0","2,000",
" ","2303  ","聯電            ","2,000","0","2,000",
" ","1301  ","台塑            ","1,000","0","1,000",
" ","1326  ","台化            ","1,000","0","1,000",
" ","2308  ","台達電          ","1,000","0","1,000",
" ","2357  ","華碩            ","1,000","0","1,000",
" ","2633  ","台灣高鐵        ","1,000","0","1,000",
" ","2912  ","統一超          ","1,000","0","1,000",
" ","4904  ","遠傳            ","1,000","0","1,000",
" ","6452  ","康友-KY         ","1,000","0","1,000",
" ","2314  ","台揚            ","100,000","1,058,000","-958,000",
" ","1905  ","華紙            ","0","850,000","-850,000",
" ","4943  ","康控-KY         ","0","703,000","-703,000",
" ","4919  ","新唐            ","50,000","731,000","-681,000",
" ","2408  ","南亞科          ","1,000","648,000","-647,000",
" ","2344  ","華邦電          ","0","639,000","-639,000",
" ","1210  ","大成            ","0","570,000","-570,000",
" ","2311  ","日月光          ","1,000","549,000","-548,000",
" ","6269  ","台郡            ","129,000","613,000","-484,000",
" ","2439  ","美律            ","77,000","503,000","-426,000",
" ","5871  ","中租-KY         ","2,000","423,000","-421,000",
" ","8105  ","凌巨            ","0","380,000","-380,000",
" ","2330  ","台積電          ","4,000","357,000","-353,000",
