"106年06月22日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","3481  ","群創            ","5,666,000","0","5,666,000",
" ","2603  ","長榮            ","751,000","105,000","646,000",
" ","3653  ","健策            ","457,000","0","457,000",
" ","2409  ","友達            ","450,000","0","450,000",
" ","2883  ","開發金          ","384,000","0","384,000",
" ","2314  ","台揚            ","423,000","50,000","373,000",
" ","1444  ","力麗            ","250,000","0","250,000",
" ","2356  ","英業達          ","250,000","0","250,000",
" ","2886  ","兆豐金          ","232,000","0","232,000",
" ","2330  ","台積電          ","276,000","54,000","222,000",
" ","4532  ","瑞智            ","214,000","30,000","184,000",
" ","3090  ","日電貿          ","175,000","0","175,000",
" ","4968  ","立積            ","170,000","0","170,000",
" ","1590  ","亞德客-KY       ","164,000","14,000","150,000",
" ","2367  ","燿華            ","150,000","0","150,000",
" ","3645  ","達邁            ","148,000","0","148,000",
" ","6269  ","台郡            ","165,000","25,000","140,000",
" ","2449  ","京元電子        ","140,000","20,000","120,000",
" ","4943  ","康控-KY         ","120,000","0","120,000",
" ","2317  ","鴻海            ","236,000","118,000","118,000",
" ","3189  ","景碩            ","115,000","0","115,000",
" ","3376  ","新日興          ","102,000","0","102,000",
" ","1568  ","倉佑            ","100,000","0","100,000",
" ","3406  ","玉晶光          ","100,000","0","100,000",
" ","6283  ","淳安            ","100,000","0","100,000",
" ","9941  ","裕融            ","100,000","0","100,000",
" ","9802  ","鈺齊-KY         ","80,000","0","80,000",
" ","2412  ","中華電          ","80,000","1,000","79,000",
" ","2731  ","雄獅            ","71,000","0","71,000",
" ","3443  ","創意            ","176,000","106,000","70,000",
" ","6456  ","GIS-KY          ","68,000","0","68,000",
" ","1101  ","台泥            ","62,000","0","62,000",
" ","1560  ","中砂            ","62,000","0","62,000",
" ","3515  ","華擎            ","57,000","0","57,000",
" ","2474  ","可成            ","56,000","0","56,000",
" ","1476  ","儒鴻            ","67,000","12,000","55,000",
" ","4746  ","台耀            ","51,000","0","51,000",
" ","1210  ","大成            ","50,000","0","50,000",
" ","3533  ","嘉澤            ","60,000","12,000","48,000",
" ","5269  ","祥碩            ","77,000","30,000","47,000",
" ","2354  ","鴻準            ","44,000","0","44,000",
" ","5871  ","中租-KY         ","40,000","5,000","35,000",
" ","1477  ","聚陽            ","32,000","0","32,000",
" ","4977  ","眾達-KY         ","40,000","13,000","27,000",
" ","8341  ","日友            ","23,000","0","23,000",
" ","1906  ","寶隆            ","20,000","0","20,000",
" ","2357  ","華碩            ","20,000","0","20,000",
" ","2881  ","富邦金          ","27,000","11,000","16,000",
" ","2379  ","瑞昱            ","15,000","0","15,000",
" ","6196  ","帆宣            ","15,000","0","15,000",
" ","3008  ","大立光          ","8,000","2,000","6,000",
" ","2337  ","旺宏            ","0","3,217,000","-3,217,000",
" ","2313  ","華通            ","0","1,012,000","-1,012,000",
" ","2890  ","永豐金          ","0","649,000","-649,000",
" ","2823  ","中壽            ","0","423,000","-423,000",
" ","3380  ","明泰            ","0","400,000","-400,000",
" ","6116  ","彩晶            ","0","400,000","-400,000",
" ","9934  ","成霖            ","0","400,000","-400,000",
" ","6505  ","台塑化          ","0","317,000","-317,000",
" ","2345  ","智邦            ","0","300,000","-300,000",
" ","2344  ","華邦電          ","0","292,000","-292,000",
" ","6213  ","聯茂            ","0","258,000","-258,000",
" ","2351  ","順德            ","0","235,000","-235,000",
" ","4938  ","和碩            ","0","230,000","-230,000",
" ","2448  ","晶電            ","0","200,000","-200,000",
" ","3413  ","京鼎            ","0","197,000","-197,000",
" ","4919  ","新唐            ","270,000","415,000","-145,000",
" ","9911  ","櫻花            ","0","145,000","-145,000",
" ","2377  ","微星            ","0","141,000","-141,000",
" ","2887  ","台新金          ","0","141,000","-141,000",
" ","2439  ","美律            ","50,000","190,000","-140,000",
" ","2891  ","中信金          ","0","131,000","-131,000",
" ","2408  ","南亞科          ","0","129,000","-129,000",
" ","3005  ","神基            ","0","127,000","-127,000",
" ","3346  ","麗清            ","0","122,000","-122,000",
" ","1905  ","華紙            ","0","100,000","-100,000",
" ","2492  ","華新科          ","100,000","200,000","-100,000",
" ","3035  ","智原            ","0","100,000","-100,000",
" ","1326  ","台化            ","0","96,000","-96,000",
" ","1589  ","永冠-KY         ","31,000","122,000","-91,000",
" ","5264  ","鎧勝-KY         ","0","90,000","-90,000",
" ","3665  ","貿聯-KY         ","0","81,000","-81,000",
" ","4958  ","臻鼎-KY         ","0","74,000","-74,000",
" ","2454  ","聯發科          ","0","72,000","-72,000",
" ","6415  ","矽力-KY         ","0","67,000","-67,000",
" ","2382  ","廣達            ","0","63,000","-63,000",
" ","3532  ","台勝科          ","0","63,000","-63,000",
" ","9939  ","宏全            ","0","63,000","-63,000",
" ","2605  ","新興            ","0","50,000","-50,000",
" ","3036  ","文曄            ","0","50,000","-50,000",
" ","5534  ","長虹            ","0","50,000","-50,000",
" ","6451  ","訊芯-KY         ","0","50,000","-50,000",
" ","1262  ","綠悅-KY         ","0","48,000","-48,000",
" ","2420  ","新巨            ","0","40,000","-40,000",
" ","3003  ","健和興          ","0","40,000","-40,000",
" ","6285  ","啟碁            ","0","40,000","-40,000",
" ","6449  ","鈺邦            ","0","39,000","-39,000",
" ","4557  ","永新-KY         ","0","38,000","-38,000",
" ","1723  ","中碳            ","0","36,000","-36,000",
" ","3231  ","緯創            ","0","36,000","-36,000",
" ","2882  ","國泰金          ","0","31,000","-31,000",
" ","1215  ","卜蜂            ","0","30,000","-30,000",
" ","4552  ","力達-KY         ","0","30,000","-30,000",
" ","2327  ","國巨            ","0","29,000","-29,000",
" ","2308  ","台達電          ","0","28,417","-28,417",
" ","2912  ","統一超          ","7,000","33,000","-26,000",
" ","5434  ","崇越            ","0","25,000","-25,000",
" ","6277  ","宏正            ","0","25,000","-25,000",
" ","2231  ","為升            ","0","22,000","-22,000",
" ","6239  ","力成            ","15,000","35,000","-20,000",
" ","1256  ","鮮活果汁-KY     ","0","17,000","-17,000",
" ","6504  ","南六            ","0","17,000","-17,000",
" ","9938  ","百和            ","5,000","19,000","-14,000",
" ","6414  ","樺漢            ","0","13,000","-13,000",
" ","1536  ","和大            ","0","12,000","-12,000",
" ","6605  ","帝寶            ","0","9,000","-9,000",
