"106年07月13日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","1314  ","中石化          ","909,000","0","909,000",
" ","6456  ","GIS-KY          ","841,000","0","841,000",
" ","2377  ","微星            ","676,000","2,000","674,000",
" ","1457  ","宜進            ","600,000","0","600,000",
" ","1909  ","榮成            ","580,000","14,000","566,000",
" ","2409  ","友達            ","653,000","99,000","554,000",
" ","1532  ","勤美            ","546,000","0","546,000",
" ","2330  ","台積電          ","646,000","108,000","538,000",
" ","3545  ","敦泰            ","459,000","0","459,000",
" ","3041  ","揚智            ","450,000","0","450,000",
" ","9910  ","豐泰            ","415,000","0","415,000",
" ","2314  ","台揚            ","310,000","0","310,000",
" ","4532  ","瑞智            ","366,000","75,000","291,000",
" ","1702  ","南僑            ","270,000","0","270,000",
" ","3413  ","京鼎            ","243,000","0","243,000",
" ","6269  ","台郡            ","236,000","0","236,000",
" ","3443  ","創意            ","231,000","0","231,000",
" ","9802  ","鈺齊-KY         ","221,000","0","221,000",
" ","2886  ","兆豐金          ","242,000","31,000","211,000",
" ","3533  ","嘉澤            ","206,000","0","206,000",
" ","2317  ","鴻海            ","251,000","47,000","204,000",
" ","3532  ","台勝科          ","186,000","1,000","185,000",
" ","2354  ","鴻準            ","196,000","17,000","179,000",
" ","2303  ","聯電            ","201,000","24,000","177,000",
" ","2456  ","奇力新          ","162,000","0","162,000",
" ","3702  ","大聯大          ","155,000","3,000","152,000",
" ","1710  ","東聯            ","150,000","0","150,000",
" ","2421  ","建準            ","120,000","0","120,000",
" ","2313  ","華通            ","2,088,000","1,969,000","119,000",
" ","1301  ","台塑            ","133,000","23,000","110,000",
" ","5269  ","祥碩            ","90,000","2,000","88,000",
" ","6415  ","矽力-KY         ","67,000","0","67,000",
" ","2474  ","可成            ","80,000","14,000","66,000",
" ","2344  ","華邦電          ","71,000","6,000","65,000",
" ","3003  ","健和興          ","64,000","0","64,000",
" ","2029  ","盛餘            ","60,000","0","60,000",
" ","2723  ","美食-KY         ","62,000","4,000","58,000",
" ","2748  ","雲品            ","57,000","0","57,000",
" ","2867  ","三商壽          ","59,000","4,000","55,000",
" ","6271  ","同欣電          ","55,000","0","55,000",
" ","2455  ","全新            ","52,000","0","52,000",
" ","2351  ","順德            ","50,000","0","50,000",
" ","4148  ","全宇生技-KY     ","50,000","0","50,000",
" ","6285  ","啟碁            ","90,000","50,993","39,007",
" ","4958  ","臻鼎-KY         ","40,000","2,000","38,000",
" ","2324  ","仁寶            ","46,000","9,000","37,000",
" ","6525  ","捷敏-KY         ","35,000","0","35,000",
" ","2308  ","台達電          ","70,000","39,000","31,000",
" ","2353  ","宏碁            ","30,000","0","30,000",
