"106年07月27日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2337  ","旺宏            ","3,412,000","0","3,412,000",
" ","1710  ","東聯            ","1,789,000","0","1,789,000",
" ","2104  ","中橡            ","550,000","0","550,000",
" ","2454  ","聯發科          ","522,000","0","522,000",
" ","9934  ","成霖            ","500,000","17,000","483,000",
" ","3545  ","敦泰            ","416,000","0","416,000",
" ","3533  ","嘉澤            ","446,000","46,000","400,000",
" ","5871  ","中租-KY         ","345,000","0","345,000",
" ","1909  ","榮成            ","276,000","0","276,000",
" ","6505  ","台塑化          ","240,000","0","240,000",
" ","2356  ","英業達          ","236,000","0","236,000",
" ","2029  ","盛餘            ","200,000","0","200,000",
" ","2313  ","華通            ","200,000","0","200,000",
" ","6269  ","台郡            ","210,000","10,000","200,000",
" ","2031  ","新光鋼          ","200,000","3,000","197,000",
" ","2354  ","鴻準            ","197,000","0","197,000",
" ","4919  ","新唐            ","511,000","331,000","180,000",
" ","4915  ","致伸            ","170,000","0","170,000",
" ","6412  ","群電            ","147,000","0","147,000",
" ","6414  ","樺漢            ","133,000","0","133,000",
" ","4904  ","遠傳            ","123,000","0","123,000",
" ","3673  ","TPK-KY          ","113,000","0","113,000",
" ","2353  ","宏碁            ","100,000","0","100,000",
" ","5434  ","崇越            ","100,000","0","100,000",
" ","5388  ","中磊            ","76,000","0","76,000",
" ","2885  ","元大金          ","72,000","0","72,000",
" ","2881  ","富邦金          ","70,000","0","70,000",
" ","4977  ","眾達-KY         ","60,000","260","59,740",
" ","1305  ","華夏            ","55,000","0","55,000",
" ","3035  ","智原            ","50,000","0","50,000",
" ","3003  ","健和興          ","42,000","0","42,000",
" ","2439  ","美律            ","41,000","0","41,000",
" ","4746  ","台耀            ","40,000","0","40,000",
" ","2867  ","三商壽          ","39,000","0","39,000",
" ","9942  ","茂順            ","38,000","0","38,000",
" ","2748  ","雲品            ","30,000","0","30,000",
" ","4148  ","全宇生技-KY     ","30,000","0","30,000",
" ","6213  ","聯茂            ","30,000","0","30,000",
" ","8404  ","百和興業-KY     ","24,000","0","24,000",
" ","2002  ","中鋼            ","100,000","80,000","20,000",
" ","6525  ","捷敏-KY         ","66,000","50,000","16,000",
" ","8039  ","台虹            ","16,000","0","16,000",
" ","1525  ","江申            ","15,000","0","15,000",
" ","5269  ","祥碩            ","81,000","68,000","13,000",
" ","6415  ","矽力-KY         ","15,000","3,000","12,000",
" ","1312  ","國喬            ","10,000","0","10,000",
" ","2239  ","英利-KY         ","10,000","0","10,000",
" ","5284  ","jpp-KY          ","10,000","0","10,000",
" ","2421  ","建準            ","40,000","33,000","7,000",
" ","8464  ","億豐            ","7,000","0","7,000",
" ","3669  ","圓展            ","6,000","0","6,000",
" ","3443  ","創意            ","13,000","8,000","5,000",
" ","2303  ","聯電            ","0","19,634,000","-19,634,000",
" ","2449  ","京元電子        ","0","1,762,000","-1,762,000",
" ","2501  ","國建            ","0","1,100,000","-1,100,000",
" ","2886  ","兆豐金          ","0","875,000","-875,000",
" ","3702  ","大聯大          ","0","846,000","-846,000",
" ","3041  ","揚智            ","26,000","555,000","-529,000",
" ","2823  ","中壽            ","0","448,000","-448,000",
" ","2393  ","億光            ","0","410,000","-410,000",
" ","2492  ","華新科          ","88,000","491,000","-403,000",
" ","3481  ","群創            ","0","365,000","-365,000",
" ","2312  ","金寶            ","0","353,000","-353,000",
" ","2615  ","萬海            ","0","351,000","-351,000",
" ","2377  ","微星            ","0","349,000","-349,000",
" ","1210  ","大成            ","0","332,000","-332,000",
" ","1708  ","東鹼            ","0","312,000","-312,000",
" ","9910  ","豐泰            ","17,000","328,000","-311,000",
" ","8150  ","南茂            ","0","303,000","-303,000",
" ","1605  ","華新            ","0","300,000","-300,000",
" ","3034  ","聯詠            ","85,000","385,000","-300,000",
" ","1215  ","卜蜂            ","0","291,000","-291,000",
" ","9904  ","寶成            ","23,000","309,000","-286,000",
" ","2308  ","台達電          ","20,000","300,000","-280,000",
