"106年07月18日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2408  ","南亞科          ","1,298,000","0","1,298,000",
" ","2303  ","聯電            ","1,041,000","0","1,041,000",
" ",="00637L","元大滬深300正2  ","900,000","0","900,000",
" ","1605  ","華新            ","508,000","0","508,000",
" ","1710  ","東聯            ","490,000","0","490,000",
" ","4943  ","康控-KY         ","472,000","0","472,000",
" ","2603  ","長榮            ","367,000","0","367,000",
" ","3450  ","聯鈞            ","338,000","0","338,000",
" ","2888  ","新光金          ","328,000","0","328,000",
" ","3443  ","創意            ","335,000","38,000","297,000",
" ","2409  ","友達            ","290,000","0","290,000",
" ","1568  ","倉佑            ","265,000","0","265,000",
" ","1504  ","東元            ","250,000","0","250,000",
" ","4551  ","智伸科          ","282,000","50,000","232,000",
" ","2023  ","燁輝            ","214,000","0","214,000",
" ","2313  ","華通            ","251,000","50,000","201,000",
" ","6176  ","瑞儀            ","162,000","0","162,000",
" ","1319  ","東陽            ","159,000","0","159,000",
" ","6414  ","樺漢            ","144,000","0","144,000",
" ","6456  ","GIS-KY          ","142,000","0","142,000",
" ","8105  ","凌巨            ","140,000","0","140,000",
" ","3032  ","偉訓            ","107,000","0","107,000",
" ","4919  ","新唐            ","107,000","0","107,000",
" ","2612  ","中航            ","105,000","0","105,000",
" ","2314  ","台揚            ","97,000","0","97,000",
" ","1532  ","勤美            ","96,000","0","96,000",
" ","2376  ","技嘉            ","78,000","0","78,000",
" ","2308  ","台達電          ","81,000","4,000","77,000",
" ","6257  ","矽格            ","77,000","0","77,000",
" ","1909  ","榮成            ","75,000","0","75,000",
" ","1308  ","亞聚            ","63,000","0","63,000",
" ","2723  ","美食-KY         ","64,000","5,000","59,000",
" ","3661  ","世芯-KY         ","55,000","0","55,000",
" ","9904  ","寶成            ","53,000","0","53,000",
" ","2002  ","中鋼            ","51,000","0","51,000",
" ","3023  ","信邦            ","51,000","0","51,000",
" ","6525  ","捷敏-KY         ","50,000","0","50,000",
" ","1262  ","綠悅-KY         ","243,000","194,000","49,000",
" ","2049  ","上銀            ","49,000","0","49,000",
" ","2883  ","開發金          ","49,000","0","49,000",
" ","3532  ","台勝科          ","48,000","0","48,000",
" ","6412  ","群電            ","47,000","0","47,000",
" ","2882  ","國泰金          ","41,000","0","41,000",
" ","2885  ","元大金          ","39,000","0","39,000",
" ","2892  ","第一金          ","39,000","0","39,000",
" ","3042  ","晶技            ","39,000","0","39,000",
" ","5880  ","合庫金          ","38,000","0","38,000",
" ","8464  ","億豐            ","37,000","0","37,000",
" ","2454  ","聯發科          ","36,000","0","36,000",
" ","2880  ","華南金          ","35,000","0","35,000",
" ","3413  ","京鼎            ","34,000","0","34,000",
" ","2881  ","富邦金          ","33,000","0","33,000",
" ","2884  ","玉山金          ","31,000","0","31,000",
" ","2887  ","台新金          ","31,000","0","31,000",
" ","6505  ","台塑化          ","31,000","0","31,000",
" ","9910  ","豐泰            ","31,000","0","31,000",
" ","2354  ","鴻準            ","29,000","0","29,000",
" ","2801  ","彰銀            ","29,000","0","29,000",
" ","2436  ","偉詮電          ","28,000","0","28,000",
" ","6202  ","盛群            ","28,000","0","28,000",
" ","2311  ","日月光          ","26,000","0","26,000",
" ","5288  ","豐祥-KY         ","25,000","0","25,000",
" ","1720  ","生達            ","22,000","0","22,000",
" ","2379  ","瑞昱            ","20,000","0","20,000",
" ","3003  ","健和興          ","20,000","0","20,000",
" ","3515  ","華擎            ","20,000","0","20,000",
