"106年08月11日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2883  ","開發金          ","1,315,000","8,000","1,307,000",
" ","2609  ","陽明            ","1,016,000","0","1,016,000",
" ","2002  ","中鋼            ","629,000","7,000","622,000",
" ","2603  ","長榮            ","561,000","0","561,000",
" ","1312  ","國喬            ","500,000","0","500,000",
" ","6269  ","台郡            ","468,000","45,000","423,000",
" ","1909  ","榮成            ","391,000","12,000","379,000",
" ","6456  ","GIS-KY          ","363,000","11,000","352,000",
" ","2313  ","華通            ","351,000","0","351,000",
" ","1605  ","華新            ","302,000","0","302,000",
" ","6412  ","群電            ","290,000","52,000","238,000",
" ","2383  ","台光電          ","328,000","97,000","231,000",
" ","2204  ","中華            ","201,000","0","201,000",
" ","6257  ","矽格            ","196,000","0","196,000",
" ","3041  ","揚智            ","178,000","0","178,000",
" ","9934  ","成霖            ","175,000","0","175,000",
" ","2606  ","裕民            ","150,000","0","150,000",
" ","6505  ","台塑化          ","150,000","2,000","148,000",
" ",="00703 ","台新MSCI中國    ","139,000","0","139,000",
" ","2748  ","雲品            ","134,000","0","134,000",
" ","3665  ","貿聯-KY         ","123,000","0","123,000",
" ","2439  ","美律            ","126,000","8,000","118,000",
" ","8404  ","百和興業-KY     ","80,000","0","80,000",
" ","3036  ","文曄            ","75,000","0","75,000",
" ","2354  ","鴻準            ","65,000","2,000","63,000",
" ","9910  ","豐泰            ","60,000","0","60,000",
" ","2105  ","正新            ","51,000","0","51,000",
" ","6525  ","捷敏-KY         ","50,000","0","50,000",
" ","2049  ","上銀            ","88,000","40,000","48,000",
" ","8150  ","南茂            ","44,000","0","44,000",
" ","9914  ","美利達          ","35,000","0","35,000",
" ","1216  ","統一            ","31,000","0","31,000",
" ","3533  ","嘉澤            ","53,000","36,000","17,000",
" ","9904  ","寶成            ","16,000","0","16,000",
" ","6414  ","樺漢            ","42,000","27,000","15,000",
" ","6531  ","愛普            ","15,000","0","15,000",
" ","3673  ","TPK-KY          ","14,000","0","14,000",
" ","1536  ","和大            ","11,000","0","11,000",
" ","1592  ","英瑞-KY         ","10,000","0","10,000",
" ","2892  ","第一金          ","12,000","5,000","7,000",
" ","2454  ","聯發科          ","7,000","1,000","6,000",
" ","2834  ","臺企銀          ","6,000","0","6,000",
" ","2880  ","華南金          ","10,000","4,000","6,000",
" ","2881  ","富邦金          ","10,000","4,000","6,000",
" ","2888  ","新光金          ","10,000","4,000","6,000",
" ","5880  ","合庫金          ","11,000","5,000","6,000",
" ","2474  ","可成            ","4,000","0","4,000",
" ","2812  ","台中銀          ","4,000","0","4,000",
" ","2887  ","台新金          ","9,000","5,000","4,000",
" ","6409  ","旭隼            ","3,000","0","3,000",
" ","8466  ","美吉吉-KY       ","3,000","0","3,000",
" ","1314  ","中石化          ","2,000","0","2,000",
" ","2231  ","為升            ","15,000","13,000","2,000",
" ","2412  ","中華電          ","3,000","1,000","2,000",
" ","2610  ","華航            ","2,000","0","2,000",
" ","2618  ","長榮航          ","2,000","0","2,000",
" ","2856  ","元富證          ","2,000","0","2,000",
" ","4904  ","遠傳            ","2,000","0","2,000",
" ","6005  ","群益證          ","2,000","0","2,000",
" ","1101  ","台泥            ","2,000","1,000","1,000",
" ","1227  ","佳格            ","1,000","0","1,000",
" ","1434  ","福懋            ","1,000","0","1,000",
" ","1504  ","東元            ","1,000","0","1,000",
" ","1722  ","台肥            ","1,000","0","1,000",
" ","1802  ","台玻            ","1,000","0","1,000",
" ","2015  ","豐興            ","1,000","0","1,000",
" ","2101  ","南港            ","1,000","0","1,000",
" ","2103  ","台橡            ","1,000","0","1,000",
" ","2106  ","建大            ","1,000","0","1,000",
" ","2201  ","裕隆            ","1,000","0","1,000",
" ","2615  ","萬海            ","1,000","0","1,000",
" ","2633  ","台灣高鐵        ","1,000","0","1,000",
" ","2820  ","華票            ","1,000","0","1,000",
" ","2823  ","中壽            ","3,000","2,000","1,000",
" ","2855  ","統一證          ","1,000","0","1,000",
" ","2912  ","統一超          ","1,000","0","1,000",
" ","2915  ","潤泰全          ","1,000","0","1,000",
" ","3682  ","亞太電          ","1,000","0","1,000",
" ","4763  ","材料-KY         ","1,000","0","1,000",
" ","6176  ","瑞儀            ","1,000","0","1,000",
" ","6452  ","康友-KY         ","1,000","0","1,000",
" ","9907  ","統一實          ","1,000","0","1,000",
" ","9921  ","巨大            ","1,000","0","1,000",
" ","2886  ","兆豐金          ","13,000","4,953,000","-4,940,000",
" ","2382  ","廣達            ","0","1,157,000","-1,157,000",
" ","1310  ","台苯            ","0","1,083,000","-1,083,000",
" ","2324  ","仁寶            ","0","1,002,000","-1,002,000",
" ","6116  ","彩晶            ","0","600,000","-600,000",
" ","1710  ","東聯            ","151,000","700,000","-549,000",
" ","3545  ","敦泰            ","0","522,000","-522,000",
" ","1210  ","大成            ","0","477,000","-477,000",
" ","2330  ","台積電          ","15,000","425,000","-410,000",
" ","2352  ","佳世達          ","0","390,000","-390,000",
" ","2408  ","南亞科          ","0","376,000","-376,000",
" ","6213  ","聯茂            ","0","372,000","-372,000",
" ","2317  ","鴻海            ","46,000","402,000","-356,000",
" ","1303  ","南亞            ","4,000","353,000","-349,000",
" ","2227  ","裕日車          ","0","307,000","-307,000",
" ","6271  ","同欣電          ","0","285,000","-285,000",
" ","2031  ","新光鋼          ","0","283,000","-283,000",
" ","1704  ","榮化            ","1,000","250,000","-249,000",
" ","8105  ","凌巨            ","0","240,000","-240,000",
" ","9911  ","櫻花            ","0","227,000","-227,000",
" ","2885  ","元大金          ","12,000","225,000","-213,000",
" ","3454  ","晶睿            ","0","204,000","-204,000",
" ","2228  ","劍麟            ","0","197,000","-197,000",
" ","2838  ","聯邦銀          ","0","187,000","-187,000",
" ","6196  ","帆宣            ","10,000","179,000","-169,000",
" ","9941  ","裕融            ","10,000","160,000","-150,000",
" ","1305  ","華夏            ","0","144,000","-144,000",
" ","2731  ","雄獅            ","0","137,000","-137,000",
" ","6239  ","力成            ","0","136,000","-136,000",
" ","5871  ","中租-KY         ","80,000","210,000","-130,000",
" ","2395  ","研華            ","0","128,000","-128,000",
" ","2448  ","晶電            ","0","104,000","-104,000",
" ","9802  ","鈺齊-KY         ","0","102,000","-102,000",
" ","2845  ","遠東銀          ","3,000","101,000","-98,000",
