"106年06月08日 投信買賣超彙總表"
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數",
" ","2337  ","旺宏            ","631,000","0","631,000",
" ","2492  ","華新科          ","966,000","363,000","603,000",
" ","3376  ","新日興          ","602,000","0","602,000",
" ","1909  ","榮成            ","587,000","0","587,000",
" ","6269  ","台郡            ","651,000","99,000","552,000",
" ","1301  ","台塑            ","504,000","128,000","376,000",
" ","4943  ","康控-KY         ","280,000","0","280,000",
" ","2474  ","可成            ","242,000","0","242,000",
" ","2231  ","為升            ","236,000","5,000","231,000",
" ","1303  ","南亞            ","212,000","3,000","209,000",
" ","2885  ","元大金          ","215,000","8,000","207,000",
" ","9938  ","百和            ","177,000","0","177,000",
" ","3653  ","健策            ","132,000","0","132,000",
" ","3706  ","神達            ","128,000","0","128,000",
" ","3034  ","聯詠            ","111,000","0","111,000",
" ","2359  ","所羅門          ","100,000","0","100,000",
" ","4919  ","新唐            ","100,000","0","100,000",
" ","6412  ","群電            ","100,000","0","100,000",
" ","2356  ","英業達          ","100,000","2,000","98,000",
" ","5871  ","中租-KY         ","92,000","0","92,000",
" ","1568  ","倉佑            ","60,000","0","60,000",
" ","3617  ","碩天            ","53,000","0","53,000",
" ","2049  ","上銀            ","50,000","0","50,000",
" ","8039  ","台虹            ","50,000","0","50,000",
" ","3443  ","創意            ","48,000","0","48,000",
" ","2377  ","微星            ","37,000","0","37,000",
" ","6239  ","力成            ","33,000","0","33,000",
" ","1707  ","葡萄王          ","30,000","0","30,000",
" ","5269  ","祥碩            ","27,000","0","27,000",
" ","4968  ","立積            ","25,000","0","25,000",
" ","3023  ","信邦            ","24,000","0","24,000",
" ","8464  ","億豐            ","16,000","0","16,000",
" ","6409  ","旭隼            ","16,000","3,000","13,000",
" ","5264  ","鎧勝-KY         ","12,000","0","12,000",
" ","8480  ","泰昇-KY         ","9,000","0","9,000",
" ","3008  ","大立光          ","2,000","0","2,000",
" ","8105  ","凌巨            ","0","2,000,000","-2,000,000",
" ","6285  ","啟碁            ","0","1,497,016","-1,497,016",
" ","3481  ","群創            ","0","1,276,000","-1,276,000",
" ","2344  ","華邦電          ","100,000","1,155,000","-1,055,000",
" ","1101  ","台泥            ","200,000","1,202,000","-1,002,000",
" ","2823  ","中壽            ","0","664,000","-664,000",
" ","1704  ","榮化            ","0","639,000","-639,000",
" ","2886  ","兆豐金          ","205,000","777,000","-572,000",
" ","1312  ","國喬            ","0","550,000","-550,000",
" ","2449  ","京元電子        ","0","415,000","-415,000",
" ","1605  ","華新            ","0","411,000","-411,000",
" ",="006205","富邦上証        ","0","400,000","-400,000",
" ","2882  ","國泰金          ","0","362,000","-362,000",
" ","2448  ","晶電            ","0","308,000","-308,000",
" ","6116  ","彩晶            ","0","300,000","-300,000",
" ","2325  ","矽品            ","0","263,000","-263,000",
" ","1215  ","卜蜂            ","0","256,000","-256,000",
" ","2634  ","漢翔            ","0","250,000","-250,000",
" ","3533  ","嘉澤            ","0","229,000","-229,000",
" ","5434  ","崇越            ","0","224,140","-224,140",
" ","2345  ","智邦            ","0","204,000","-204,000",
" ","2327  ","國巨            ","190,000","391,000","-201,000",
" ","3035  ","智原            ","0","200,000","-200,000",
" ","6213  ","聯茂            ","0","181,000","-181,000",
" ","3702  ","大聯大          ","0","160,000","-160,000",
" ","4532  ","瑞智            ","0","160,000","-160,000",
" ","2456  ","奇力新          ","344,000","501,000","-157,000",
" ","6230  ","超眾            ","0","141,000","-141,000",
" ","2439  ","美律            ","21,000","153,000","-132,000",
" ","2421  ","建準            ","9,000","125,000","-116,000",
" ","2330  ","台積電          ","246,000","357,000","-111,000",
" ","1216  ","統一            ","0","100,000","-100,000",
" ","3005  ","神基            ","0","100,000","-100,000",
" ","4984  ","科納-KY         ","0","100,000","-100,000",
" ","6456  ","GIS-KY          ","0","100,000","-100,000",
" ","2351  ","順德            ","0","90,000","-90,000",
" ","2915  ","潤泰全          ","0","89,000","-89,000",
