2017/08/07,10000,10500,1.05,1.05,1.05,1.05,-0.05,1
2017/08/08,0,0,---,---,---,---,---,0
2017/08/09,130000,139600,1.06,1.12,1.06,1.12,+0.12,4
2017/08/10,218000,233900,1.14,1.14,1.01,1.01,-0.11,4
2017/08/11,113000,116320,1.02,1.04,1.02,1.02,+0.01,4
2017/08/14,123000,117600,1.00,1.00,0.85,0.85,-0.17,4
2017/08/15,4000,3640,0.91,0.91,0.91,0.91,+0.06,1
2017/08/16,4000,3600,0.90,0.90,0.90,0.90,-0.01,1
2017/08/17,207000,192940,0.93,1.02,0.93,1.02,+0.12,4
2017/08/18,1186000,1169300,0.97,1.03,0.95,1.03,+0.01,20
2017/08/21,1792000,2017530,1.14,1.20,1.07,1.14,+0.11,37
