2017/08/08,208000,104370,0.47,0.59,0.47,0.59,-0.01,4
2017/08/09,20000,9630,0.50,0.50,0.47,0.47,-0.12,5
2017/08/10,6000,2350,0.39,0.40,0.39,0.40,-0.07,2
2017/08/11,13000,5410,0.42,0.42,0.41,0.41,+0.01,2
2017/08/14,10000,3400,0.36,0.36,0.32,0.32,-0.09,2
2017/08/15,25000,10150,0.44,0.44,0.39,0.41,+0.09,4
2017/08/16,40000,15000,0.33,0.39,0.33,0.39,-0.02,2
2017/08/17,110000,46700,0.37,0.43,0.37,0.43,+0.04,2
2017/08/18,194000,72900,0.35,0.41,0.35,0.40,-0.03,4
2017/08/21,184000,68960,0.36,0.39,0.36,0.39,-0.01,6
