2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,403000,250720,0.65,0.65,0.60,0.63,+0.02,7
2017/08/14,399000,244310,0.63,0.63,0.58,0.58,-0.05,4
2017/08/15,104000,52880,0.53,0.53,0.45,0.45,-0.13,3
2017/08/16,302000,142940,0.47,0.48,0.47,0.47,+0.02,5
2017/08/17,691000,394650,0.48,0.65,0.46,0.63,+0.16,36
2017/08/18,710000,408300,0.60,0.60,0.52,0.59,-0.04,39
2017/08/21,676000,451820,0.60,0.72,0.60,0.66,+0.07,29
