2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,84000,74560,0.90,0.90,0.88,0.88,+0.07,5
2017/08/14,347000,296450,0.88,0.88,0.82,0.85,-0.03,12
2017/08/15,541000,492650,0.88,0.97,0.87,0.97,+0.12,21
2017/08/16,299000,275930,0.93,0.98,0.86,0.96,-0.01,25
2017/08/17,239000,248460,1.00,1.06,1.00,1.06,+0.10,17
2017/08/18,879000,969190,0.95,1.18,0.92,1.15,+0.09,41
2017/08/21,2616000,3774340,1.35,1.69,1.26,1.59,+0.44,105
