2017/08/09,0,0,---,---,---,---,---,0
2017/08/10,225000,141750,0.63,0.63,0.63,0.63,-0.05,4
2017/08/11,1049000,648070,0.60,0.63,0.60,0.62,-0.01,13
2017/08/14,315000,192150,0.61,0.61,0.61,0.61,-0.01,2
2017/08/15,99000,60220,0.61,0.61,0.60,0.61,0.00,4
2017/08/16,576000,351650,0.61,0.62,0.59,0.59,-0.02,6
2017/08/17,980000,591580,0.60,0.61,0.60,0.61,+0.02,7
2017/08/18,948000,540170,0.58,0.58,0.56,0.57,-0.04,13
2017/08/21,148000,85940,0.57,0.59,0.57,0.59,+0.02,4
