2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,265000,337000,1.24,1.36,1.24,1.32,+0.18,9
2017/08/14,195000,256830,1.33,1.34,1.25,1.27,-0.05,9
2017/08/15,384000,473560,1.18,1.29,1.18,1.24,-0.03,18
2017/08/16,425000,517790,1.19,1.35,1.12,1.28,+0.04,20
2017/08/17,1367000,2115720,1.44,1.73,1.44,1.73,+0.45,65
2017/08/18,1522000,2769990,1.65,1.93,1.60,1.86,+0.13,93
2017/08/21,1902000,3163510,1.73,1.81,1.59,1.81,-0.05,65
