2017/08/08,0,0,---,---,---,---,---,0
2017/08/09,110000,92250,0.84,0.84,0.82,0.82,+0.01,3
2017/08/10,100000,83000,0.83,0.83,0.83,0.83,+0.01,1
2017/08/11,585000,423730,0.69,0.75,0.69,0.75,-0.08,8
2017/08/14,1929000,1720600,0.87,0.93,0.85,0.85,+0.10,47
2017/08/15,3266000,2997250,0.91,1.17,0.84,1.17,+0.32,105
2017/08/16,2982000,3820660,1.18,1.40,1.12,1.18,+0.01,125
2017/08/17,893000,1107500,1.28,1.28,1.19,1.20,+0.02,53
2017/08/18,2339000,2985560,1.11,1.37,1.11,1.36,+0.16,81
2017/08/21,4978000,7560040,1.49,1.83,1.40,1.78,+0.42,176
