2017/08/11,0,0,---,---,---,---,---,0
2017/08/14,150000,120000,0.80,0.80,0.80,0.80,+0.01,1
2017/08/15,686000,589960,0.86,0.87,0.85,0.87,+0.07,3
2017/08/16,681000,555250,0.81,0.83,0.81,0.83,-0.04,4
2017/08/17,1044000,851320,0.80,0.84,0.79,0.84,+0.01,8
2017/08/18,876000,720920,0.81,0.84,0.81,0.84,0.00,6
2017/08/21,364000,313280,0.84,0.88,0.84,0.88,+0.04,3
