2017/08/14,0,0,---,---,---,---,---,0
2017/08/15,168000,127440,0.74,0.79,0.74,0.78,+0.11,6
2017/08/16,162000,118940,0.72,0.78,0.72,0.74,-0.04,6
2017/08/17,104000,82200,0.75,0.81,0.75,0.81,+0.07,4
2017/08/18,120000,86500,0.71,0.78,0.70,0.78,-0.03,5
2017/08/21,282000,280090,0.90,1.33,0.90,1.33,+0.55,17
