2017/08/08,0,0,---,---,---,---,---,0
2017/08/09,10000,6500,0.65,0.65,0.65,0.65,-0.02,2
2017/08/10,28000,17450,0.64,0.64,0.61,0.61,-0.04,5
2017/08/11,6000,3540,0.59,0.59,0.59,0.59,-0.02,1
2017/08/14,157000,94100,0.60,0.60,0.58,0.58,-0.01,3
2017/08/15,154000,89320,0.58,0.58,0.58,0.58,0.00,2
2017/08/16,1000,580,0.58,0.58,0.58,0.58,0.00,1
2017/08/17,385000,221990,0.57,0.59,0.56,0.59,+0.01,8
2017/08/18,908000,574950,0.57,0.71,0.57,0.70,+0.11,22
2017/08/21,675000,439050,0.70,0.70,0.62,0.70,0.00,22
