2017/08/08,97000,141490,1.47,1.47,1.43,1.43,-0.10,4
2017/08/09,544000,770410,1.44,1.46,1.28,1.28,-0.15,13
2017/08/10,169000,201160,1.29,1.29,1.14,1.14,-0.14,8
2017/08/11,709000,738290,1.05,1.10,1.01,1.04,-0.10,11
2017/08/14,761000,745740,1.01,1.02,0.94,1.02,-0.02,14
2017/08/15,519000,514810,1.04,1.04,0.99,0.99,-0.03,2
2017/08/16,45000,45650,1.02,1.02,1.01,1.01,+0.02,2
2017/08/17,692000,730490,0.99,1.13,0.99,1.13,+0.12,12
2017/08/18,493000,559390,1.17,1.17,1.11,1.11,-0.02,12
2017/08/21,469000,512330,1.11,1.11,1.07,1.11,0.00,10
