2017/08/08,162000,113110,0.69,0.73,0.69,0.69,+0.03,8
2017/08/09,146000,98990,0.71,0.71,0.66,0.68,-0.01,8
2017/08/10,66000,39850,0.62,0.63,0.58,0.59,-0.09,9
2017/08/11,169000,102180,0.60,0.62,0.60,0.62,+0.03,6
2017/08/14,230000,133310,0.59,0.59,0.56,0.56,-0.06,10
2017/08/15,190000,107900,0.59,0.59,0.54,0.57,+0.01,7
2017/08/16,588000,341070,0.58,0.59,0.57,0.57,0.00,11
2017/08/17,946000,596610,0.59,0.67,0.58,0.65,+0.08,17
2017/08/18,200000,118750,0.59,0.62,0.59,0.62,-0.03,7
2017/08/21,40000,24200,0.62,0.62,0.59,0.59,-0.03,2
