2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,102000,101160,0.95,1.02,0.95,1.02,+0.04,6
2017/08/14,157000,163260,1.06,1.07,1.01,1.01,-0.01,11
2017/08/15,291000,300490,1.01,1.08,1.00,1.08,+0.07,15
2017/08/16,236000,251280,1.05,1.08,1.05,1.08,0.00,6
2017/08/17,60000,68710,1.12,1.17,1.12,1.17,+0.09,4
2017/08/18,1322000,1612620,1.11,1.28,1.11,1.28,+0.11,38
2017/08/21,2427000,3269480,1.37,1.39,1.25,1.33,+0.05,95
