2017/08/11,0,0,---,---,---,---,---,0
2017/08/14,10000,16200,1.62,1.62,1.62,1.62,-0.07,1
2017/08/15,20000,37430,1.96,1.96,1.73,1.73,+0.11,5
2017/08/16,12000,20210,1.70,1.71,1.68,1.68,-0.05,3
2017/08/17,154000,269280,1.71,1.75,1.68,1.75,+0.07,5
2017/08/18,237000,389420,1.66,1.66,1.63,1.63,-0.12,13
2017/08/21,184000,294150,1.60,1.61,1.55,1.61,-0.02,12
