2017/08/07,352000,366000,0.97,1.05,0.97,1.00,+0.01,11
2017/08/08,395000,427760,1.13,1.14,1.02,1.06,+0.06,11
2017/08/09,133000,131790,1.06,1.10,0.93,0.93,-0.13,10
2017/08/10,163000,141010,0.97,0.97,0.77,0.77,-0.16,13
2017/08/11,360000,277910,0.72,0.82,0.72,0.79,+0.02,18
2017/08/14,454000,390890,0.87,0.88,0.78,0.78,-0.01,18
2017/08/15,297000,238510,0.82,0.83,0.77,0.80,+0.02,16
2017/08/16,264000,209540,0.76,0.84,0.76,0.79,-0.01,10
2017/08/17,521000,439290,0.78,0.88,0.78,0.86,+0.07,18
2017/08/18,424000,338450,0.78,0.82,0.78,0.82,-0.04,14
2017/08/21,297000,252850,0.82,0.86,0.82,0.86,+0.04,7
