2017/08/08,150000,271450,1.80,1.88,1.80,1.82,+0.41,11
2017/08/09,485000,919030,1.81,1.97,1.74,1.82,0.00,30
2017/08/10,899000,1507230,1.82,1.82,1.45,1.66,-0.16,40
2017/08/11,1280000,2279170,1.66,2.06,1.61,2.06,+0.40,51
2017/08/14,1344000,2714960,2.31,2.34,1.59,1.64,-0.42,80
2017/08/15,1046000,2108500,1.94,2.35,1.87,2.35,+0.71,49
2017/08/16,2224000,4848810,2.13,2.32,2.03,2.21,-0.14,137
2017/08/17,1834000,4484300,2.32,2.80,2.19,2.67,+0.46,108
2017/08/18,600000,1695950,2.46,3.07,2.46,2.83,+0.16,52
2017/08/21,471000,1377010,2.97,3.13,2.66,2.69,-0.14,35
