2017/08/14,0,0,---,---,---,---,---,0
2017/08/15,128000,142920,1.16,1.18,1.05,1.06,+0.12,10
2017/08/16,199000,205420,1.02,1.06,1.00,1.01,-0.05,13
2017/08/17,145000,151120,1.04,1.06,1.02,1.06,+0.05,4
2017/08/18,150000,149020,0.99,1.02,0.97,0.99,-0.07,13
2017/08/21,18000,17020,0.96,0.96,0.93,0.96,-0.03,9
