2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,17000,17180,1.02,1.02,0.98,0.98,+0.01,2
2017/08/14,147000,156230,1.00,1.10,1.00,1.07,+0.09,13
2017/08/15,1983000,2294140,1.11,1.23,1.10,1.19,+0.12,77
2017/08/16,3440000,4334550,1.16,1.41,1.13,1.35,+0.16,161
2017/08/17,3755000,5397690,1.40,1.54,1.38,1.41,+0.06,235
2017/08/18,1371000,1788090,1.35,1.35,1.25,1.29,-0.12,81
2017/08/21,1778000,2460900,1.31,1.48,1.31,1.37,+0.08,73
