2017/08/07,236000,315150,1.25,1.35,1.25,1.35,+0.16,21
2017/08/08,285000,372850,1.38,1.38,1.14,1.14,-0.21,18
2017/08/09,180000,207090,1.14,1.17,1.10,1.12,-0.02,11
2017/08/10,513000,535050,1.12,1.12,0.84,0.87,-0.25,28
2017/08/11,159000,134450,0.78,0.87,0.78,0.85,-0.02,8
2017/08/14,48000,36760,0.82,0.82,0.75,0.75,-0.10,6
2017/08/15,731000,622240,0.80,0.88,0.79,0.88,+0.13,24
2017/08/16,689000,575550,0.85,0.85,0.80,0.84,-0.04,30
2017/08/17,250000,224420,0.87,0.92,0.85,0.92,+0.08,7
2017/08/18,251000,205950,0.81,0.89,0.80,0.89,-0.03,9
2017/08/21,472000,529280,1.04,1.24,1.02,1.24,+0.35,18
