2017/08/16,0,0,---,---,---,---,---,0
2017/08/17,1074000,1248740,1.12,1.21,1.12,1.15,+0.08,25
2017/08/18,2391000,2854570,1.07,1.42,1.06,1.41,+0.26,95
2017/08/21,2352000,3731070,1.51,1.99,1.48,1.79,+0.38,123
