2017/08/08,3000,6720,2.24,2.24,2.24,2.24,+0.10,1
2017/08/09,393000,641410,2.00,2.00,1.58,1.58,-0.66,16
2017/08/10,599000,984370,1.65,1.69,1.52,1.56,-0.02,19
2017/08/11,616000,922510,1.49,1.59,1.36,1.45,-0.11,19
2017/08/14,363000,528620,1.48,1.50,1.42,1.48,+0.03,8
2017/08/15,495000,764990,1.55,1.59,1.41,1.42,-0.06,17
2017/08/16,629000,921690,1.40,1.50,1.39,1.42,0.00,22
2017/08/17,880000,1278640,1.44,1.52,1.38,1.52,+0.10,26
2017/08/18,543000,787090,1.44,1.56,1.42,1.56,+0.04,16
2017/08/21,51000,81050,1.60,1.60,1.55,1.55,-0.01,2
