2017/08/04,12000,17260,1.45,1.45,1.38,1.38,+0.13,2
2017/08/07,782000,1129430,1.45,1.47,1.41,1.45,+0.07,78
2017/08/08,744000,1218060,1.78,1.78,1.52,1.54,+0.09,57
2017/08/09,140000,205160,1.51,1.56,1.36,1.44,-0.10,10
2017/08/10,482000,613190,1.44,1.44,1.19,1.19,-0.25,13
2017/08/11,836000,1177210,1.32,1.52,1.32,1.52,+0.33,29
2017/08/14,864000,1258970,1.48,1.53,1.29,1.30,-0.22,36
2017/08/15,312000,435070,1.37,1.44,1.37,1.42,+0.12,9
2017/08/16,958000,1416880,1.38,1.56,1.38,1.50,+0.08,34
2017/08/17,1886000,3319730,1.66,1.94,1.62,1.84,+0.34,77
2017/08/18,1954000,3639240,1.80,1.93,1.75,1.80,-0.04,107
2017/08/21,1376000,2440850,1.81,1.88,1.72,1.75,-0.05,89
