2017/08/08,90000,100600,1.11,1.12,1.11,1.12,+0.04,3
2017/08/09,182000,204770,1.11,1.14,1.11,1.13,+0.01,3
2017/08/10,182000,193540,1.07,1.07,0.95,0.95,-0.18,2
2017/08/11,505000,523150,0.93,1.09,0.93,1.09,+0.14,13
2017/08/14,469000,487020,1.10,1.10,1.00,1.03,-0.06,22
2017/08/15,422000,482900,1.10,1.17,1.10,1.17,+0.14,9
2017/08/16,352000,332010,0.97,0.97,0.90,0.90,-0.27,16
2017/08/17,0,0,---,---,---,---,---,0
2017/08/18,100000,109000,1.09,1.09,1.09,1.09,+0.05,2
2017/08/21,762000,926370,1.13,1.36,1.11,1.36,+0.27,18
