2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,9000,10190,1.13,1.14,1.13,1.14,+0.04,4
2017/08/14,9000,8370,0.93,0.93,0.93,0.93,-0.21,1
2017/08/15,70000,65800,0.94,0.94,0.94,0.94,+0.01,3
2017/08/16,70000,60220,0.85,0.87,0.85,0.87,-0.07,2
2017/08/17,5000,4850,0.97,0.97,0.97,0.97,+0.10,1
2017/08/18,5000,4600,0.92,0.92,0.92,0.92,-0.05,1
2017/08/21,234000,227600,0.94,1.00,0.94,0.98,+0.06,5
