2017/08/15,0,0,---,---,---,---,---,0
2017/08/16,66000,46660,0.69,0.74,0.69,0.74,+0.01,3
2017/08/17,932000,722130,0.75,0.79,0.75,0.78,+0.04,26
2017/08/18,1662000,1290830,0.71,0.85,0.71,0.83,+0.05,48
2017/08/21,2813000,2729650,0.98,1.09,0.90,1.07,+0.24,88
