2017/08/04,20000,17600,0.88,0.88,0.88,0.88,-0.02,2
2017/08/07,0,0,---,---,---,---,---,0
2017/08/08,1616000,1463300,0.83,1.01,0.83,0.94,+0.12,55
2017/08/09,1102000,942670,0.88,0.88,0.83,0.86,-0.08,34
2017/08/10,857000,621910,0.81,0.81,0.69,0.72,-0.14,32
2017/08/11,110000,88500,0.81,0.81,0.75,0.75,+0.03,2
2017/08/14,245000,181550,0.81,0.81,0.65,0.65,-0.10,5
2017/08/15,586000,459880,0.75,0.83,0.75,0.77,+0.12,19
2017/08/16,244000,176630,0.75,0.75,0.66,0.73,-0.04,15
2017/08/17,1466000,1147090,0.73,0.83,0.73,0.77,+0.04,61
2017/08/18,688000,500210,0.72,0.78,0.68,0.76,-0.01,42
2017/08/21,837000,621710,0.75,0.76,0.71,0.74,-0.02,32
