2017/08/10,0,0,---,---,---,---,---,0
2017/08/11,453000,602580,1.34,1.40,1.25,1.26,-0.06,11
2017/08/14,433000,531830,1.28,1.28,1.18,1.18,-0.08,5
2017/08/15,452000,615330,1.26,1.49,1.26,1.48,+0.30,26
2017/08/16,1007000,1652970,1.43,1.76,1.38,1.74,+0.26,49
2017/08/17,980000,1697470,1.83,1.90,1.64,1.67,-0.07,60
2017/08/18,477000,667740,1.59,1.59,1.35,1.41,-0.26,20
2017/08/21,306000,396120,1.41,1.41,1.25,1.30,-0.11,19
