2017/08/16,0,0,---,---,---,---,---,0
2017/08/17,1006000,870200,0.81,0.92,0.81,0.90,+0.13,24
2017/08/18,918000,758300,0.81,0.84,0.81,0.83,-0.07,10
2017/08/21,202000,161420,0.81,0.81,0.79,0.80,-0.03,17
