2017/08/07,76000,129140,1.57,1.82,1.57,1.70,+0.46,8
2017/08/08,162000,224400,1.45,1.45,1.38,1.38,-0.32,3
2017/08/09,154000,199880,1.30,1.30,1.22,1.22,-0.16,3
2017/08/10,34000,38980,1.15,1.15,1.12,1.12,-0.10,2
2017/08/11,5000,5000,1.00,1.00,1.00,1.00,-0.12,1
2017/08/14,9000,8280,0.92,0.92,0.92,0.92,-0.08,1
2017/08/15,250000,218000,0.87,0.92,0.85,0.92,0.00,5
2017/08/16,24000,23000,0.95,0.96,0.95,0.96,+0.04,2
2017/08/17,13000,12750,0.91,1.01,0.91,1.01,+0.05,3
2017/08/18,20000,18400,0.92,0.92,0.92,0.92,-0.09,2
2017/08/21,12000,10680,0.87,0.95,0.87,0.95,+0.03,2
