2017/08/04,13000,15620,1.23,1.23,1.16,1.16,-0.20,4
2017/08/07,836000,988670,1.19,1.24,1.17,1.19,+0.03,15
2017/08/08,890000,888530,1.20,1.20,0.91,1.06,-0.13,22
2017/08/09,260000,247110,0.89,0.98,0.89,0.91,-0.15,12
2017/08/10,325000,248250,0.81,0.81,0.56,0.56,-0.35,17
2017/08/11,63000,39790,0.63,0.65,0.63,0.63,+0.07,5
2017/08/14,0,0,---,---,---,---,---,0
2017/08/15,100000,53000,0.55,0.55,0.51,0.51,0.00,8
2017/08/16,10000,5300,0.53,0.53,0.53,0.53,+0.02,1
2017/08/17,325000,188950,0.52,0.63,0.52,0.63,+0.10,9
2017/08/18,385000,231460,0.56,0.65,0.56,0.65,+0.02,18
2017/08/21,310000,193800,0.64,0.64,0.62,0.62,-0.03,5
