2017/08/08,5000,7770,1.54,1.57,1.54,1.56,+0.35,4
2017/08/09,1019000,1630140,1.67,1.71,1.54,1.58,+0.02,40
2017/08/10,4466000,6174630,1.57,1.57,1.22,1.44,-0.14,128
2017/08/11,5440000,8790500,1.43,1.79,1.42,1.77,+0.33,161
2017/08/14,3255000,5472370,2.05,2.05,1.37,1.43,-0.34,155
2017/08/15,2509000,4332050,1.69,2.20,1.56,2.20,+0.77,111
2017/08/16,1358000,2584290,1.80,2.03,1.80,1.93,-0.27,92
2017/08/17,1359000,2827480,1.93,2.37,1.86,2.35,+0.42,101
2017/08/18,890000,2123600,2.18,2.57,2.12,2.35,0.00,53
2017/08/21,225000,537580,2.48,2.62,2.32,2.41,+0.06,27
