Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2015/04/01,310000,253400,0.84,0.84,0.80,0.81,-0.17,7
2015/04/02,271000,234580,0.84,0.87,0.84,0.84,0.03,11
2015/04/07,355000,326330,0.88,0.94,0.88,0.93,0.09,19
2015/04/08,349000,295200,0.90,0.90,0.82,0.84,-0.09,23
2015/04/09,401000,338030,0.84,0.90,0.82,0.86,0.02,49
2015/04/10,357000,307970,0.88,0.88,0.85,0.86,,32
2015/04/13,89000,76570,0.86,0.87,0.85,0.86,,7
2015/04/14,299000,242190,0.83,0.83,0.79,0.82,-0.04,16
2015/04/15,281000,214660,0.77,0.79,0.74,0.75,-0.07,21
2015/04/16,85000,67830,0.77,0.83,0.77,0.81,0.06,10
2015/04/17,128000,107130,0.81,0.84,0.81,0.84,0.03,3
2015/04/20,6000,4980,0.81,0.84,0.81,0.84,,2
2015/04/21,12000,9700,0.78,0.82,0.78,0.82,-0.02,3
2015/04/22,8000,6270,0.78,0.80,0.78,0.79,-0.03,4
2015/04/23,51000,41420,0.82,0.82,0.80,0.80,0.01,6
2015/04/24,93000,84190,0.89,0.94,0.88,0.94,0.14,20
2015/04/27,170000,152800,0.89,0.93,0.89,0.89,-0.05,8
2015/04/28,102000,90280,0.88,0.90,0.87,0.90,0.01,9
2015/04/29,344000,331360,0.90,1.00,0.90,0.95,0.05,22
2015/04/30,314000,293320,0.96,0.96,0.90,0.90,-0.05,17
2015/05/04,10000,8800,0.88,0.88,0.88,0.88,-0.02,1
2015/05/05,30000,23300,0.78,0.79,0.76,0.79,-0.09,3
2015/05/06,41000,29990,0.74,0.75,0.72,0.75,-0.04,5
2015/05/07,141000,103940,0.70,0.75,0.70,0.74,-0.01,8
2015/05/08,196000,146050,0.73,0.76,0.73,0.73,-0.01,10
2015/05/11,150000,111000,0.73,0.76,0.73,0.76,0.03,4
2015/05/12,90000,68000,0.74,0.79,0.73,0.79,0.03,3
2015/05/13,30000,22000,0.74,0.74,0.73,0.73,-0.06,4
2015/05/14,127000,86060,0.68,0.70,0.66,0.66,-0.07,7
2015/05/15,127000,88540,0.68,0.71,0.68,0.69,0.03,7
2015/05/18,20000,13400,0.67,0.67,0.67,0.67,-0.02,1
2015/05/19,0,0,--,--,--,--,,0
2015/05/20,21000,13630,0.67,0.67,0.63,0.63,X,2
2015/05/21,235000,135970,0.57,0.59,0.57,0.58,-0.05,5
2015/05/22,153000,88640,0.58,0.58,0.57,0.58,,9
2015/05/25,162000,89860,0.54,0.58,0.54,0.58,,4
2015/05/26,110000,65900,0.62,0.62,0.59,0.60,0.02,7
2015/05/27,80000,45880,0.60,0.60,0.57,0.58,-0.02,6
2015/05/28,19000,11420,0.60,0.61,0.59,0.59,0.01,6
