2017/08/04,0,0,---,---,---,---,---,0
2017/08/07,0,0,---,---,---,---,---,0
2017/08/08,101000,102980,0.98,1.02,0.98,1.02,+0.11,2
2017/08/09,98000,94980,0.96,0.98,0.96,0.96,-0.06,5
2017/08/10,120000,103000,0.86,0.86,0.85,0.85,-0.11,2
2017/08/11,120000,102000,0.85,0.85,0.85,0.85,0.00,2
2017/08/14,0,0,---,---,---,---,---,0
2017/08/15,116000,109170,0.94,0.96,0.93,0.93,+0.12,4
2017/08/16,113000,88210,0.79,0.79,0.77,0.77,-0.16,4
2017/08/17,138000,129160,0.86,0.96,0.86,0.95,+0.18,14
2017/08/18,138000,121000,0.87,0.90,0.87,0.90,-0.05,10
2017/08/21,0,0,---,---,---,---,---,0
