2017/08/04,13000,13530,1.04,1.05,0.99,0.99,+0.02,3
2017/08/07,17000,16160,0.96,0.96,0.92,0.92,-0.07,2
2017/08/08,237000,214870,0.87,0.92,0.87,0.92,0.00,5
2017/08/09,192000,169930,0.89,0.89,0.84,0.85,-0.07,5
2017/08/10,392000,326330,0.87,0.88,0.82,0.84,-0.01,9
2017/08/11,483000,330470,0.71,0.73,0.60,0.60,-0.24,26
2017/08/14,242000,143180,0.61,0.61,0.49,0.49,-0.11,9
2017/08/15,24000,11120,0.48,0.48,0.46,0.46,-0.03,2
2017/08/16,131000,74570,0.57,0.57,0.56,0.56,+0.10,2
2017/08/17,385000,240450,0.62,0.63,0.62,0.63,+0.07,3
2017/08/18,395000,224950,0.56,0.62,0.55,0.62,-0.01,8
2017/08/21,404000,271120,0.64,0.74,0.64,0.74,+0.12,7
