Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2011/01/19,0,0,--,--,--,--,,0
2011/01/20,0,0,--,--,--,--,,0
2011/01/21,10000,14600,1.46,1.46,1.46,1.46,0.15,1
2011/01/24,0,0,--,--,--,--,,0
2011/01/25,99000,131670,1.33,1.33,1.33,1.33,-0.13,1
2011/01/26,208000,271490,1.27,1.34,1.27,1.31,-0.02,3
2011/01/27,99000,126720,1.28,1.28,1.28,1.28,-0.03,1
2011/01/28,0,0,--,--,--,--,,0
2011/02/08,0,0,--,--,--,--,,0
2011/02/09,0,0,--,--,--,--,,0
2011/02/10,30000,47100,1.57,1.57,1.57,1.57,0.29,1
2011/02/11,366000,693300,1.94,2.23,1.86,2.23,0.66,15
2011/02/14,534000,1088360,2.10,2.10,2.00,2.04,-0.19,13
2011/02/15,904000,1933170,2.15,2.26,2.04,2.09,0.05,17
2011/02/16,40000,81400,2.04,2.04,2.02,2.02,-0.07,2
2011/02/17,665000,1371880,2.07,2.10,2.02,2.10,0.08,12
2011/02/18,239000,465340,1.95,1.95,1.91,1.91,-0.19,5
2011/02/21,10000,19700,1.97,1.97,1.97,1.97,0.06,1
2011/02/22,11000,23750,2.16,2.16,2.15,2.15,0.18,2
2011/02/23,209000,452740,2.09,2.18,2.08,2.18,0.03,5
2011/02/24,0,0,--,--,--,--,,0
2011/02/25,225000,506270,2.22,2.31,2.19,2.19,0.01,8
2011/03/01,3000,6090,2.03,2.03,2.03,2.03,-0.16,1
2011/03/02,7000,14670,2.11,2.11,2.09,2.09,0.06,2
2011/03/03,20000,40440,2.03,2.03,2.01,2.01,-0.08,3
2011/03/04,13000,24760,1.92,1.92,1.90,1.90,-0.11,2
2011/03/07,20000,38400,1.95,1.95,1.89,1.89,-0.01,2
2011/03/08,10000,19000,1.90,1.90,1.90,1.90,0.01,1
2011/03/09,0,0,--,--,--,--,,0
2011/03/10,20000,37700,1.84,1.98,1.84,1.98,0.08,3
2011/03/11,18000,36630,2.03,2.06,2.03,2.06,0.08,2
2011/03/14,3000,8100,2.70,2.70,2.70,2.70,0.64,1
2011/03/15,10000,25900,2.59,2.59,2.59,2.59,-0.11,1
2011/03/16,176000,514620,2.75,3.05,2.75,2.99,0.40,9
2011/03/17,63000,207330,3.07,3.34,3.07,3.34,0.35,3
2011/03/18,243000,717660,3.03,3.03,2.93,2.96,-0.38,7
2011/03/21,3000,8400,2.80,2.80,2.80,2.80,-0.16,1
2011/03/22,15000,36750,2.59,2.59,2.33,2.33,-0.47,4
2011/03/23,8000,20040,2.56,2.56,2.45,2.45,0.12,2
2011/03/24,0,0,--,--,--,--,,0
2011/03/25,9000,22020,2.42,2.48,2.42,2.48,0.03,2
2011/03/28,92000,211970,2.38,2.38,2.27,2.27,-0.21,4
2011/03/29,8000,17230,2.18,2.18,2.11,2.11,-0.16,2
2011/03/30,23000,44570,2.03,2.03,1.80,1.80,-0.31,6
2011/03/31,18000,31380,1.68,1.83,1.68,1.83,0.03,3
2011/04/01,6000,10800,1.80,1.80,1.80,1.80,-0.03,1
2011/04/06,31000,52190,1.68,1.71,1.66,1.70,-0.10,5
2011/04/07,16000,28280,1.73,1.82,1.73,1.82,0.12,3
2011/04/08,0,0,--,--,--,--,,0
2011/04/11,5000,9800,1.96,1.96,1.96,1.96,0.13,1
2011/04/12,0,0,--,--,--,--,,0
2011/04/13,0,0,--,--,--,--,,0
2011/04/14,0,0,--,--,--,--,,0
2011/04/15,0,0,--,--,--,--,,0
2011/04/18,0,0,--,--,--,--,,0
2011/04/19,7000,16860,2.30,2.49,2.30,2.49,0.29,2
2011/04/20,0,0,--,--,--,--,,0
2011/04/21,10000,17500,1.75,1.75,1.75,1.75,-0.51,1
2011/04/22,15000,25500,1.70,1.70,1.70,1.70,-0.05,1
2011/04/25,0,0,--,--,--,--,,0
2011/04/26,25000,43750,1.75,1.75,1.75,1.75,0.21,1
2011/04/27,0,0,--,--,--,--,,0
2011/04/28,0,0,--,--,--,--,,0
2011/04/29,0,0,--,--,--,--,,0
2011/05/03,0,0,--,--,--,--,,0
2011/05/04,0,0,--,--,--,--,,0
2011/05/05,20000,35400,1.77,1.77,1.77,1.77,0.06,1
2011/05/06,0,0,--,--,--,--,,0
2011/05/09,0,0,--,--,--,--,,0
2011/05/10,0,0,--,--,--,--,,0
2011/05/11,99000,160380,1.62,1.62,1.62,1.62,0.02,1
2011/05/12,0,0,--,--,--,--,,0
2011/05/13,788000,1347510,1.71,1.72,1.70,1.71,-0.06,7
2011/05/16,0,0,--,--,--,--,,0
2011/05/17,0,0,--,--,--,--,,0
2011/05/18,20000,35600,1.78,1.78,1.78,1.78,0.09,1
2011/05/19,370000,612850,1.73,1.73,1.62,1.63,-0.15,4
2011/05/20,20000,38200,1.91,1.91,1.91,1.91,0.28,1
2011/05/23,0,0,--,--,--,--,,0
2011/05/24,0,0,--,--,--,--,,0
2011/05/25,0,0,--,--,--,--,,0
2011/05/26,0,0,--,--,--,--,,0
2011/05/27,0,0,--,--,--,--,,0
2011/05/30,15000,28140,1.96,1.96,1.87,1.87,-0.12,2
2011/05/31,14000,23660,1.69,1.69,1.69,1.69,-0.18,1
2011/06/01,1000,1420,1.42,1.42,1.42,1.42,-0.27,1
2011/06/02,0,0,--,--,--,--,,0
2011/06/03,0,0,--,--,--,--,,0
2011/06/07,0,0,--,--,--,--,,0
2011/06/08,0,0,--,--,--,--,,0
2011/06/09,0,0,--,--,--,--,,0
2011/06/10,0,0,--,--,--,--,,0
2011/06/13,251000,449970,1.76,1.87,1.76,1.87,0.21,6
2011/06/14,251000,440860,1.76,1.76,1.75,1.76,-0.11,3
2011/06/15,206000,384740,1.86,1.89,1.86,1.89,0.13,5
