2017/08/04,101000,137940,1.30,1.41,1.30,1.40,+0.22,8
2017/08/07,491000,724840,1.44,1.52,1.43,1.52,+0.12,10
2017/08/08,422000,605010,1.45,1.48,1.40,1.48,-0.04,21
2017/08/09,43000,59870,1.44,1.44,1.32,1.33,-0.15,4
2017/08/10,20000,25800,1.33,1.33,1.25,1.25,-0.08,2
2017/08/11,35000,40600,1.16,1.16,1.16,1.16,-0.09,1
2017/08/14,35000,37800,1.08,1.08,1.08,1.08,-0.08,1
2017/08/15,219000,180630,0.83,0.83,0.80,0.80,-0.28,3
2017/08/16,296000,228140,0.75,0.80,0.75,0.78,-0.02,7
2017/08/17,62000,49900,0.80,0.82,0.80,0.82,+0.04,2
2017/08/18,50000,39000,0.78,0.78,0.78,0.78,-0.04,1
2017/08/21,65000,50700,0.78,0.78,0.78,0.78,0.00,1
