2017/08/04,298000,342990,1.09,1.18,1.09,1.18,-0.16,19
2017/08/07,301000,348320,1.19,1.19,1.14,1.15,-0.03,52
2017/08/08,603000,687770,1.18,1.18,1.11,1.12,-0.03,33
2017/08/09,371000,380640,1.07,1.08,0.98,0.99,-0.13,22
2017/08/10,796000,758600,0.97,1.01,0.89,0.92,-0.07,16
2017/08/11,726000,664170,0.92,0.94,0.89,0.94,+0.02,24
2017/08/14,789000,689310,0.92,0.92,0.77,0.77,-0.17,20
2017/08/15,1205000,946830,0.76,0.81,0.76,0.79,+0.02,31
2017/08/16,1177000,828900,0.73,0.73,0.67,0.70,-0.09,30
2017/08/17,800000,655440,0.78,0.86,0.76,0.81,+0.11,16
2017/08/18,491000,383330,0.77,0.79,0.76,0.78,-0.03,10
2017/08/21,697000,559450,0.79,0.85,0.77,0.82,+0.04,12
