Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2017/04/12,0,0,--,--,--,--,0.00,0
2017/04/13,0,0,--,--,--,--,0.00,0
2017/04/14,0,0,--,--,--,--,0.00,0
2017/04/17,0,0,--,--,--,--,0.00,0
2017/04/18,0,0,--,--,--,--,0.00,0
2017/04/19,4000,14880,3.72,3.72,3.72,3.72,0.00,1
2017/04/20,0,0,--,--,--,--,0.00,0
2017/04/21,4000,16400,4.10,4.10,4.10,4.10,0.00,1
2017/04/24,10000,37200,3.72,3.72,3.72,3.72,-0.38,1
2017/04/25,10000,41500,4.15,4.15,4.15,4.15,0.43,1
2017/04/26,0,0,--,--,--,--,0.00,0
2017/04/27,10000,38000,3.80,3.80,3.80,3.80,0.00,1
2017/04/28,0,0,--,--,--,--,0.00,0
2017/05/02,0,0,--,--,--,--,0.00,0
2017/05/03,10000,38200,3.82,3.82,3.82,3.82,0.00,1
2017/05/04,15000,54420,3.62,3.72,3.58,3.72,-0.10,3
2017/05/05,148000,472630,3.50,3.50,2.97,3.02,-0.70,19
2017/05/08,168000,534740,3.33,3.33,2.90,2.91,-0.11,16
2017/05/09,59000,187760,3.10,3.31,3.10,3.20,0.29,8
2017/05/10,90000,315850,3.40,3.57,3.40,3.51,0.31,8
2017/05/11,31000,111100,3.57,3.80,3.53,3.80,0.29,4
2017/05/12,11000,46900,3.95,4.70,3.95,4.70,0.90,3
2017/05/15,120000,636700,5.30,5.45,5.20,5.20,0.50,8
2017/05/16,42000,211850,5.15,5.15,5.00,5.05,-0.15,5
2017/05/17,15000,76500,5.25,5.25,5.00,5.00,-0.05,3
2017/05/18,25000,116300,4.56,4.77,4.56,4.77,-0.23,5
2017/05/19,16000,76050,4.62,4.85,4.62,4.75,-0.02,4
2017/05/22,71000,344790,4.59,5.15,4.59,4.95,0.20,7
2017/05/23,56000,307650,5.10,5.85,5.10,5.70,0.75,10
2017/05/24,195000,1146800,5.95,6.00,5.55,5.85,0.15,16
2017/05/25,63000,397950,6.00,7.55,5.95,7.55,1.70,15
2017/05/26,219000,1697600,7.75,8.15,7.55,7.55,0.00,11
2017/05/31,5000,39800,8.20,8.60,7.60,7.70,0.15,4
