2017/08/11,0,0,---,---,---,---,---,0
2017/08/14,171000,164600,0.96,1.00,0.96,0.96,+0.05,5
2017/08/15,753000,729000,0.94,1.01,0.94,0.95,-0.01,11
2017/08/16,719000,617430,0.87,0.89,0.83,0.88,-0.07,11
2017/08/17,1699000,1652530,0.89,1.02,0.89,0.99,+0.11,27
2017/08/18,1620000,1530990,0.94,0.99,0.92,0.99,0.00,26
2017/08/21,200000,192000,0.96,0.96,0.96,0.96,-0.03,2
