2017/08/04,1000,1010,1.01,1.01,1.01,1.01,-0.05,1
2017/08/07,808000,941460,1.10,1.20,1.08,1.20,+0.19,14
2017/08/08,935000,1108290,1.23,1.23,1.11,1.17,-0.03,23
2017/08/09,22000,24630,1.13,1.13,1.10,1.10,-0.07,4
2017/08/10,51000,53540,1.05,1.05,1.04,1.04,-0.06,2
2017/08/11,53000,54040,1.02,1.02,1.00,1.00,-0.04,3
2017/08/14,434000,462080,1.07,1.08,1.00,1.01,+0.01,14
2017/08/15,476000,505460,1.05,1.09,1.04,1.07,+0.06,16
2017/08/16,760000,875270,1.08,1.23,1.08,1.13,+0.06,22
2017/08/17,477000,562620,1.19,1.19,1.16,1.16,+0.03,21
2017/08/18,480000,537600,1.12,1.12,1.12,1.12,-0.04,4
2017/08/21,1158000,1378680,1.15,1.21,1.12,1.21,+0.09,24
